source_file,Water Control Zone,Station,Dates,monitoring_period,monitoring_start_year,temperature,salinity,dissolved_oxygen_mg_l,turbidity,suspended_solids,chlorophyll_a,ammonia_nitrogen,total_inorganic_nitrogen
marine-historical-2016-en.csv,Tolo Harbour and Channel,TM7,2016-08-19,2016-17,2016,28.2,28.5,6.3,2.2,3.6,13.0,0.052,0.06
marine-historical-2016-en.csv,Tolo Harbour and Channel,TM7,2016-09-29,2016-17,2016,28.5,31.2,5.4,7.1,1.2,2.1,0.028,0.03
marine-historical-2016-en.csv,Tolo Harbour and Channel,TM7,2016-10-13,2016-17,2016,26.8,30.5,5.9,7.7,0.6,2.2,0.03,0.03
marine-historical-2016-en.csv,Tolo Harbour and Channel,TM7,2016-11-10,2016-17,2016,25.2,29.9,6.3,2.2,1.0,6.8,0.036,0.07
marine-historical-2016-en.csv,Tolo Harbour and Channel,TM7,2016-12-12,2016-17,2016,22.0,30.4,6.8,2.8,1.3,3.4,0.016,0.06
marine-historical-2016-en.csv,Tolo Harbour and Channel,TM8,2016-01-14,2015-16,2015,19.1,31.8,7.2,2.8,1.5,8.5,0.046,0.08
marine-historical-2016-en.csv,Tolo Harbour and Channel,TM8,2016-02-19,2015-16,2015,15.7,30.3,6.7,2.6,1.3,5.6,0.038,0.05
marine-historical-2016-en.csv,Tolo Harbour and Channel,TM8,2016-03-18,2015-16,2015,16.5,31.1,6.6,0.6,0.9,1.1,0.072,0.11
marine-historical-2016-en.csv,Tolo Harbour and Channel,TM8,2016-04-14,2016-17,2016,20.3,29.4,6.5,0.5,1.6,1.1,0.13,0.16
marine-historical-2016-en.csv,Tolo Harbour and Channel,TM8,2016-05-11,2016-17,2016,25.2,30.5,5.6,0.5,1.0,3.9,0.048,0.07
marine-historical-2016-en.csv,Tolo Harbour and Channel,TM8,2016-06-13,2016-17,2016,27.8,28.4,7.1,0.9,2.7,8.2,0.032,0.05
marine-historical-2016-en.csv,Tolo Harbour and Channel,TM8,2016-07-18,2016-17,2016,30.0,30.9,5.9,4.3,1.6,2.4,0.009,0.01
marine-historical-2016-en.csv,Tolo Harbour and Channel,TM8,2016-08-19,2016-17,2016,28.2,31.5,6.6,2.5,1.0,4.1,0.043,0.05
marine-historical-2016-en.csv,Tolo Harbour and Channel,TM8,2016-09-29,2016-17,2016,28.3,31.2,5.3,12.4,0.9,2.6,0.027,0.03
marine-historical-2016-en.csv,Tolo Harbour and Channel,TM8,2016-10-13,2016-17,2016,27.1,31.3,5.2,0.8,1.2,2.5,0.019,0.03
marine-historical-2016-en.csv,Tolo Harbour and Channel,TM8,2016-11-10,2016-17,2016,24.5,30.4,5.9,6.3,0.9,5.5,0.025,0.05
marine-historical-2016-en.csv,Tolo Harbour and Channel,TM8,2016-12-12,2016-17,2016,22.0,30.8,6.6,2.5,1.4,2.1,0.023,0.1
marine-historical-2016-en.csv,Tolo Harbour and Channel,TT1,2016-01-14,2015-16,2015,19.2,30.3,8.9,3.0,16.0,8.1,0.084,0.1
marine-historical-2016-en.csv,Tolo Harbour and Channel,TT1,2016-03-18,2015-16,2015,16.4,29.9,6.0,0.3,1.3,0.3,0.12,0.19
marine-historical-2016-en.csv,Tolo Harbour and Channel,TT1,2016-05-11,2016-17,2016,26.0,22.0,6.9,5.9,4.9,8.4,0.15,0.39
marine-historical-2016-en.csv,Tolo Harbour and Channel,TT1,2016-07-18,2016-17,2016,30.1,30.3,6.0,1.7,2.5,9.3,0.022,0.03
marine-historical-2016-en.csv,Tolo Harbour and Channel,TT1,2016-09-29,2016-17,2016,28.3,31.5,3.8,11.9,0.7,6.1,0.056,0.07
marine-historical-2016-en.csv,Tolo Harbour and Channel,TT1,2016-11-10,2016-17,2016,25.8,29.9,4.5,5.4,4.3,2.8,0.088,0.14
marine-historical-2016-en.csv,Victoria Harbour,VM1,2016-01-06,2015-16,2015,20.0,31.1,6.4,2.8,1.4,0.8,0.13,0.39
marine-historical-2016-en.csv,Victoria Harbour,VM1,2016-02-11,2015-16,2015,15.6,30.9,8.0,3.1,2.4,1.9,0.05,0.23
marine-historical-2016-en.csv,Victoria Harbour,VM1,2016-03-10,2015-16,2015,17.1,31.3,6.5,1.0,1.8,4.2,0.094,0.18
marine-historical-2016-en.csv,Victoria Harbour,VM1,2016-04-08,2016-17,2016,19.2,31.7,7.6,1.2,9.0,1.8,0.17,0.29
marine-historical-2016-en.csv,Victoria Harbour,VM1,2016-05-05,2016-17,2016,23.3,31.3,5.2,1.1,3.0,0.5,0.16,0.26
marine-historical-2016-en.csv,Victoria Harbour,VM1,2016-06-06,2016-17,2016,25.6,31.6,5.1,0.9,2.1,5.3,0.06,0.17
marine-historical-2016-en.csv,Victoria Harbour,VM1,2016-07-06,2016-17,2016,25.9,26.3,5.6,2.5,4.4,9.0,0.13,0.51
marine-historical-2016-en.csv,Victoria Harbour,VM1,2016-08-04,2016-17,2016,24.0,32.9,5.0,6.0,2.9,1.4,0.066,0.19
marine-historical-2016-en.csv,Victoria Harbour,VM1,2016-09-05,2016-17,2016,27.4,31.7,5.6,4.1,1.4,5.6,0.042,0.15
marine-historical-2016-en.csv,Victoria Harbour,VM1,2016-10-03,2016-17,2016,28.2,32.3,5.7,8.1,3.2,2.7,0.075,0.14
marine-historical-2016-en.csv,Victoria Harbour,VM1,2016-11-03,2016-17,2016,25.8,31.0,5.9,5.5,5.7,2.3,0.036,0.12
marine-historical-2016-en.csv,Victoria Harbour,VM1,2016-12-01,2016-17,2016,22.6,31.0,5.7,6.8,4.8,1.6,0.02,0.18
marine-historical-2016-en.csv,Victoria Harbour,VM12,2016-01-07,2015-16,2015,20.1,31.1,6.0,3.7,2.8,1.9,0.26,0.51
marine-historical-2016-en.csv,Victoria Harbour,VM12,2016-02-12,2015-16,2015,16.2,30.0,7.1,4.6,2.8,1.2,0.2,0.44
marine-historical-2016-en.csv,Victoria Harbour,VM12,2016-03-11,2015-16,2015,16.9,29.9,6.6,2.6,2.7,6.3,0.16,0.32
marine-historical-2016-en.csv,Victoria Harbour,VM12,2016-04-07,2016-17,2016,19.1,29.6,7.4,2.4,9.5,1.4,0.19,0.39
marine-historical-2016-en.csv,Victoria Harbour,VM12,2016-05-06,2016-17,2016,23.8,27.6,5.0,1.8,3.0,0.6,0.18,0.5
marine-historical-2016-en.csv,Victoria Harbour,VM12,2016-06-08,2016-17,2016,26.9,28.3,4.2,1.2,2.3,7.4,0.15,0.51
marine-historical-2016-en.csv,Victoria Harbour,VM12,2016-07-07,2016-17,2016,26.0,25.8,5.1,3.2,1.7,1.7,0.11,0.57
marine-historical-2016-en.csv,Victoria Harbour,VM12,2016-08-05,2016-17,2016,25.0,30.1,5.0,5.7,2.8,0.2,0.15,0.41
marine-historical-2016-en.csv,Victoria Harbour,VM12,2016-09-07,2016-17,2016,27.2,29.5,5.2,20.9,4.1,0.5,0.13,0.48
marine-historical-2016-en.csv,Victoria Harbour,VM12,2016-10-06,2016-17,2016,28.4,31.1,4.4,7.0,4.5,1.4,0.17,0.38
marine-historical-2016-en.csv,Victoria Harbour,VM12,2016-11-04,2016-17,2016,26.1,30.9,5.1,220.3,6.2,1.1,0.13,0.32
marine-historical-2016-en.csv,Victoria Harbour,VM12,2016-12-02,2016-17,2016,23.0,31.0,5.4,7.5,8.8,0.6,0.13,0.3
marine-historical-2016-en.csv,Victoria Harbour,VM14,2016-01-07,2015-16,2015,20.1,30.2,5.6,2.9,1.8,1.8,0.22,0.55
marine-historical-2016-en.csv,Victoria Harbour,VM14,2016-02-12,2015-16,2015,16.2,29.5,5.9,5.0,3.8,1.1,0.17,0.44
marine-historical-2016-en.csv,Victoria Harbour,VM14,2016-03-11,2015-16,2015,17.0,29.8,7.1,1.6,2.6,5.9,0.13,0.29
marine-historical-2016-en.csv,Victoria Harbour,VM14,2016-04-07,2016-17,2016,19.4,27.8,7.5,5.4,11.0,1.5,0.19,0.54
marine-historical-2016-en.csv,Victoria Harbour,VM14,2016-05-06,2016-17,2016,24.1,27.0,4.7,2.0,3.4,0.9,0.17,0.49
marine-historical-2016-en.csv,Victoria Harbour,VM14,2016-06-08,2016-17,2016,27.7,23.3,4.9,1.2,1.6,3.0,0.078,0.55
marine-historical-2016-en.csv,Victoria Harbour,VM14,2016-07-07,2016-17,2016,27.3,22.6,6.0,2.0,1.8,2.3,0.11,0.64
marine-historical-2016-en.csv,Victoria Harbour,VM14,2016-08-05,2016-17,2016,25.6,28.1,5.1,3.7,2.4,0.6,0.15,0.51
marine-historical-2016-en.csv,Victoria Harbour,VM14,2016-09-07,2016-17,2016,27.5,25.3,5.1,6.5,2.8,0.7,0.07,0.57
marine-historical-2016-en.csv,Victoria Harbour,VM14,2016-10-06,2016-17,2016,28.4,30.5,4.2,4.2,3.8,1.6,0.14,0.37
marine-historical-2016-en.csv,Victoria Harbour,VM14,2016-11-04,2016-17,2016,26.5,30.6,5.0,6.4,5.0,1.1,0.14,0.34
marine-historical-2016-en.csv,Victoria Harbour,VM14,2016-12-02,2016-17,2016,22.9,31.0,5.4,5.6,5.0,0.5,0.1,0.28
marine-historical-2016-en.csv,Victoria Harbour,VM15,2016-01-07,2015-16,2015,20.1,31.5,5.8,2.6,1.5,1.5,0.27,0.52
marine-historical-2016-en.csv,Victoria Harbour,VM15,2016-02-12,2015-16,2015,16.2,30.8,6.8,5.3,4.7,2.0,0.22,0.42
marine-historical-2016-en.csv,Victoria Harbour,VM15,2016-03-11,2015-16,2015,17.2,30.9,6.4,1.6,1.8,2.9,0.15,0.27
marine-historical-2016-en.csv,Victoria Harbour,VM15,2016-04-07,2016-17,2016,19.1,30.9,7.0,11.6,10.0,0.8,0.24,0.37
marine-historical-2016-en.csv,Victoria Harbour,VM15,2016-05-06,2016-17,2016,24.1,29.4,5.3,2.6,3.8,0.4,0.26,0.46
marine-historical-2016-en.csv,Victoria Harbour,VM15,2016-06-08,2016-17,2016,27.0,28.3,4.6,2.6,1.4,6.4,0.13,0.47
marine-historical-2016-en.csv,Victoria Harbour,VM15,2016-07-07,2016-17,2016,26.6,25.3,4.2,1.1,2.0,3.2,0.13,0.56
marine-historical-2016-en.csv,Victoria Harbour,VM15,2016-08-05,2016-17,2016,24.7,31.0,6.0,5.9,2.5,0.8,0.2,0.39
marine-historical-2016-en.csv,Victoria Harbour,VM15,2016-09-07,2016-17,2016,27.1,30.3,5.3,12.4,5.6,0.6,0.22,0.5
marine-historical-2016-en.csv,Victoria Harbour,VM15,2016-10-06,2016-17,2016,28.5,31.6,4.2,6.0,5.2,1.0,0.21,0.38
marine-historical-2016-en.csv,Victoria Harbour,VM15,2016-11-04,2016-17,2016,26.1,30.8,5.2,182.1,5.8,1.5,0.12,0.29
marine-historical-2016-en.csv,Victoria Harbour,VM15,2016-12-02,2016-17,2016,22.8,30.9,5.5,5.1,4.7,1.3,0.079,0.28
marine-historical-2016-en.csv,Victoria Harbour,VM2,2016-01-06,2015-16,2015,19.8,31.5,6.1,2.5,0.7,0.8,0.1,0.32
marine-historical-2016-en.csv,Victoria Harbour,VM2,2016-02-11,2015-16,2015,15.6,30.9,7.9,3.5,2.0,1.8,0.063,0.25
marine-historical-2016-en.csv,Victoria Harbour,VM2,2016-03-10,2015-16,2015,17.2,31.5,6.3,1.1,2.4,15.0,0.11,0.19
marine-historical-2016-en.csv,Victoria Harbour,VM2,2016-04-08,2016-17,2016,19.1,31.6,7.1,2.1,10.0,1.3,0.17,0.28
marine-historical-2016-en.csv,Victoria Harbour,VM2,2016-05-05,2016-17,2016,23.5,30.8,5.0,4.3,2.2,0.6,0.22,0.37
marine-historical-2016-en.csv,Victoria Harbour,VM2,2016-06-06,2016-17,2016,26.0,31.1,5.0,1.3,12.0,7.4,0.065,0.21
marine-historical-2016-en.csv,Victoria Harbour,VM2,2016-07-06,2016-17,2016,26.5,24.4,4.7,1.2,4.0,10.0,0.16,0.63
marine-historical-2016-en.csv,Victoria Harbour,VM2,2016-08-04,2016-17,2016,24.1,32.3,4.7,4.2,2.7,1.0,0.11,0.25
marine-historical-2016-en.csv,Victoria Harbour,VM2,2016-09-05,2016-17,2016,26.9,31.8,6.1,3.4,2.6,2.6,0.065,0.22
marine-historical-2016-en.csv,Victoria Harbour,VM2,2016-10-03,2016-17,2016,28.2,32.3,5.7,7.1,2.7,2.0,0.081,0.15
marine-historical-2016-en.csv,Victoria Harbour,VM2,2016-11-03,2016-17,2016,26.0,31.2,5.8,5.9,6.7,1.8,0.044,0.13
marine-historical-2016-en.csv,Victoria Harbour,VM2,2016-12-01,2016-17,2016,22.8,31.0,6.0,5.4,6.3,0.7,0.018,0.18
marine-historical-2016-en.csv,Victoria Harbour,VM4,2016-01-06,2015-16,2015,20.1,31.6,5.6,2.8,1.1,1.0,0.2,0.45
marine-historical-2016-en.csv,Victoria Harbour,VM4,2016-02-11,2015-16,2015,15.8,30.9,7.9,3.2,2.9,1.9,0.08,0.25
marine-historical-2016-en.csv,Victoria Harbour,VM4,2016-03-10,2015-16,2015,17.1,31.2,5.8,1.2,1.9,7.0,0.15,0.25
marine-historical-2016-en.csv,Victoria Harbour,VM4,2016-04-08,2016-17,2016,19.2,31.3,7.1,1.8,9.0,1.2,0.2,0.32
marine-historical-2016-en.csv,Victoria Harbour,VM4,2016-05-05,2016-17,2016,23.3,30.8,4.8,2.1,3.5,0.5,0.23,0.38
marine-historical-2016-en.csv,Victoria Harbour,VM4,2016-06-06,2016-17,2016,26.2,30.6,4.8,0.9,9.6,6.3,0.075,0.25
marine-historical-2016-en.csv,Victoria Harbour,VM4,2016-07-06,2016-17,2016,26.5,24.2,4.6,1.2,1.9,9.9,0.16,0.63
marine-historical-2016-en.csv,Victoria Harbour,VM4,2016-08-04,2016-17,2016,24.4,31.7,4.6,4.6,2.1,1.1,0.14,0.31
marine-historical-2016-en.csv,Victoria Harbour,VM4,2016-09-05,2016-17,2016,26.6,31.3,6.2,5.0,5.0,0.8,0.12,0.35
marine-historical-2016-en.csv,Victoria Harbour,VM4,2016-10-03,2016-17,2016,28.2,31.8,5.4,5.7,3.6,1.8,0.13,0.23
marine-historical-2016-en.csv,Victoria Harbour,VM4,2016-11-03,2016-17,2016,25.8,31.1,5.9,5.9,5.4,2.3,0.05,0.15
marine-historical-2016-en.csv,Victoria Harbour,VM4,2016-12-01,2016-17,2016,23.0,31.1,6.0,28.4,3.4,1.4,0.023,0.18
marine-historical-2016-en.csv,Victoria Harbour,VM5,2016-01-06,2015-16,2015,20.2,31.4,5.5,2.4,1.2,1.8,0.28,0.53
marine-historical-2016-en.csv,Victoria Harbour,VM5,2016-02-11,2015-16,2015,15.8,31.0,6.9,3.6,3.0,1.4,0.13,0.31
marine-historical-2016-en.csv,Victoria Harbour,VM5,2016-03-10,2015-16,2015,17.3,31.2,6.4,1.3,1.2,7.0,0.12,0.23
marine-historical-2016-en.csv,Victoria Harbour,VM5,2016-04-08,2016-17,2016,19.2,30.8,6.8,2.6,11.0,0.3,0.24,0.38
marine-historical-2016-en.csv,Victoria Harbour,VM5,2016-05-05,2016-17,2016,23.4,30.3,5.3,1.3,2.9,0.5,0.34,0.52
marine-historical-2016-en.csv,Victoria Harbour,VM5,2016-06-06,2016-17,2016,26.5,29.4,5.3,1.0,9.0,5.9,0.11,0.34
marine-historical-2016-en.csv,Victoria Harbour,VM5,2016-07-06,2016-17,2016,26.4,24.3,4.5,1.2,2.9,11.0,0.15,0.62
marine-historical-2016-en.csv,Victoria Harbour,VM5,2016-08-04,2016-17,2016,24.4,31.2,4.9,4.9,3.4,1.2,0.18,0.37
marine-historical-2016-en.csv,Victoria Harbour,VM5,2016-09-05,2016-17,2016,27.1,31.1,6.0,12.3,3.0,0.9,0.13,0.38
marine-historical-2016-en.csv,Victoria Harbour,VM5,2016-10-03,2016-17,2016,28.3,31.4,5.9,8.7,3.8,1.5,0.19,0.31
marine-historical-2016-en.csv,Victoria Harbour,VM5,2016-11-03,2016-17,2016,26.1,31.3,5.5,5.9,5.4,2.4,0.058,0.18
marine-historical-2016-en.csv,Victoria Harbour,VM5,2016-12-01,2016-17,2016,23.1,31.0,5.7,4.6,3.6,0.9,0.052,0.24
marine-historical-2016-en.csv,Victoria Harbour,VM6,2016-01-06,2015-16,2015,20.3,31.6,5.7,2.7,1.4,1.8,0.3,0.54
marine-historical-2016-en.csv,Victoria Harbour,VM6,2016-02-11,2015-16,2015,15.9,31.0,7.1,3.5,3.0,1.3,0.15,0.33
marine-historical-2016-en.csv,Victoria Harbour,VM6,2016-03-10,2015-16,2015,17.4,30.9,6.0,1.6,2.8,4.0,0.14,0.26
marine-historical-2016-en.csv,Victoria Harbour,VM6,2016-04-08,2016-17,2016,19.4,30.2,7.2,1.5,2.6,2.4,0.28,0.45
marine-historical-2016-en.csv,Victoria Harbour,VM6,2016-05-05,2016-17,2016,23.8,29.9,4.6,1.8,2.6,0.6,0.35,0.56
marine-historical-2016-en.csv,Victoria Harbour,VM6,2016-06-06,2016-17,2016,26.6,28.5,5.2,1.0,9.1,12.0,0.089,0.35
marine-historical-2016-en.csv,Victoria Harbour,VM6,2016-07-06,2016-17,2016,26.6,24.1,5.1,1.3,2.8,11.0,0.15,0.6
marine-historical-2016-en.csv,Victoria Harbour,VM6,2016-08-04,2016-17,2016,24.8,30.6,5.5,4.0,3.4,1.1,0.56,0.79
marine-historical-2016-en.csv,Victoria Harbour,VM6,2016-09-05,2016-17,2016,26.9,30.4,6.3,6.5,6.2,0.7,0.15,0.41
marine-historical-2016-en.csv,Victoria Harbour,VM6,2016-10-03,2016-17,2016,28.2,31.3,6.0,17.2,5.3,0.7,0.23,0.36
marine-historical-2016-en.csv,Victoria Harbour,VM6,2016-11-03,2016-17,2016,26.2,31.2,5.5,4.9,5.8,2.0,0.07,0.21
marine-historical-2016-en.csv,Victoria Harbour,VM6,2016-12-01,2016-17,2016,23.0,30.9,5.4,5.0,4.3,1.0,0.069,0.25
marine-historical-2016-en.csv,Victoria Harbour,VM7,2016-01-06,2015-16,2015,20.5,31.4,6.1,7.6,1.4,1.6,0.42,0.64
marine-historical-2016-en.csv,Victoria Harbour,VM7,2016-02-11,2015-16,2015,15.9,30.9,7.0,20.1,3.8,1.1,0.27,0.45
marine-historical-2016-en.csv,Victoria Harbour,VM7,2016-03-10,2015-16,2015,17.5,30.2,7.6,1.6,1.9,7.9,0.16,0.3
marine-historical-2016-en.csv,Victoria Harbour,VM7,2016-04-08,2016-17,2016,19.4,30.0,7.7,1.5,2.4,0.4,0.13,0.29
marine-historical-2016-en.csv,Victoria Harbour,VM7,2016-05-05,2016-17,2016,23.8,29.5,4.9,2.1,3.9,0.7,0.41,0.63
marine-historical-2016-en.csv,Victoria Harbour,VM7,2016-06-06,2016-17,2016,26.6,28.7,4.7,1.3,8.0,8.9,0.14,0.38
marine-historical-2016-en.csv,Victoria Harbour,VM7,2016-07-06,2016-17,2016,26.6,23.7,4.9,1.4,3.1,10.0,0.13,0.58
marine-historical-2016-en.csv,Victoria Harbour,VM7,2016-08-04,2016-17,2016,24.8,30.3,5.1,14.9,3.0,1.1,0.3,0.51
marine-historical-2016-en.csv,Victoria Harbour,VM7,2016-09-05,2016-17,2016,27.1,30.4,6.0,17.3,3.2,1.1,0.18,0.45
marine-historical-2016-en.csv,Victoria Harbour,VM7,2016-10-03,2016-17,2016,28.2,31.3,5.2,21.4,7.0,3.9,0.22,0.35
marine-historical-2016-en.csv,Victoria Harbour,VM7,2016-11-03,2016-17,2016,26.3,31.1,5.6,5.0,5.8,1.7,0.091,0.26
marine-historical-2016-en.csv,Victoria Harbour,VM7,2016-12-01,2016-17,2016,23.0,30.9,5.7,4.9,3.5,0.9,0.076,0.26
marine-historical-2016-en.csv,Victoria Harbour,VM8,2016-01-06,2015-16,2015,20.2,31.4,6.2,3.9,2.0,1.3,0.39,0.6
marine-historical-2016-en.csv,Victoria Harbour,VM8,2016-02-11,2015-16,2015,15.9,30.7,6.6,5.3,6.6,0.9,0.14,0.33
marine-historical-2016-en.csv,Victoria Harbour,VM8,2016-03-10,2015-16,2015,17.4,30.4,8.4,1.9,3.2,19.0,0.14,0.26
marine-historical-2016-en.csv,Victoria Harbour,VM8,2016-04-08,2016-17,2016,19.2,29.8,7.6,1.6,2.6,2.0,0.15,0.34
marine-historical-2016-en.csv,Victoria Harbour,VM8,2016-05-05,2016-17,2016,23.7,28.8,5.4,1.4,2.2,0.5,0.19,0.49
marine-historical-2016-en.csv,Victoria Harbour,VM8,2016-06-06,2016-17,2016,26.8,26.9,5.2,0.9,8.2,8.0,0.082,0.42
marine-historical-2016-en.csv,Victoria Harbour,VM8,2016-07-06,2016-17,2016,26.9,22.1,5.5,1.3,2.3,12.0,0.073,0.56
marine-historical-2016-en.csv,Victoria Harbour,VM8,2016-08-04,2016-17,2016,24.6,30.7,4.8,4.6,1.9,1.5,0.15,0.38
marine-historical-2016-en.csv,Victoria Harbour,VM8,2016-09-05,2016-17,2016,27.3,29.4,5.5,3.5,3.2,1.1,0.09,0.41
marine-historical-2016-en.csv,Victoria Harbour,VM8,2016-10-03,2016-17,2016,28.2,31.4,5.5,11.1,5.2,0.5,0.17,0.29
marine-historical-2016-en.csv,Victoria Harbour,VM8,2016-11-03,2016-17,2016,26.4,31.1,5.4,5.8,5.5,2.1,0.16,0.31
marine-historical-2016-en.csv,Victoria Harbour,VM8,2016-12-01,2016-17,2016,23.1,31.1,5.9,6.5,4.7,1.1,0.1,0.25
marine-historical-2016-en.csv,Victoria Harbour,VT10,2016-01-09,2015-16,2015,20.1,31.0,3.8,1.5,1.6,2.1,0.5,0.73
marine-historical-2016-en.csv,Victoria Harbour,VT10,2016-03-05,2015-16,2015,17.3,30.3,4.8,1.8,6.0,5.3,0.43,0.61
marine-historical-2016-en.csv,Victoria Harbour,VT10,2016-05-30,2016-17,2016,28.3,27.4,3.0,3.0,3.0,6.3,0.47,0.68
marine-historical-2016-en.csv,Victoria Harbour,VT10,2016-07-23,2016-17,2016,26.0,29.9,4.3,2.2,24.0,21.0,0.14,0.37
marine-historical-2016-en.csv,Victoria Harbour,VT10,2016-09-19,2016-17,2016,28.1,30.6,3.2,5.0,19.0,3.9,0.24,0.42
marine-historical-2016-en.csv,Victoria Harbour,VT10,2016-11-16,2016-17,2016,25.5,30.8,3.1,7.9,5.4,1.9,0.36,0.55
marine-historical-2016-en.csv,Victoria Harbour,VT11,2016-01-09,2015-16,2015,19.8,31.6,6.5,1.3,2.2,1.2,0.13,0.34
marine-historical-2016-en.csv,Victoria Harbour,VT11,2016-03-05,2015-16,2015,17.5,29.9,6.2,2.2,3.8,17.0,0.26,0.41
marine-historical-2016-en.csv,Victoria Harbour,VT11,2016-05-30,2016-17,2016,27.2,29.7,5.3,2.6,8.7,2.2,0.12,0.31
marine-historical-2016-en.csv,Victoria Harbour,VT11,2016-07-23,2016-17,2016,24.8,31.5,4.4,2.5,20.0,15.0,0.049,0.24
marine-historical-2016-en.csv,Victoria Harbour,VT11,2016-09-19,2016-17,2016,28.3,31.2,4.0,4.1,12.0,1.7,0.14,0.31
marine-historical-2016-en.csv,Victoria Harbour,VT11,2016-11-16,2016-17,2016,25.3,31.0,4.6,5.1,5.2,1.8,0.16,0.37
marine-historical-2016-en.csv,Victoria Harbour,VT12,2016-01-09,2015-16,2015,20.1,30.9,4.3,1.5,2.9,3.0,0.43,0.67
marine-historical-2016-en.csv,Victoria Harbour,VT12,2016-03-05,2015-16,2015,17.9,29.7,6.2,1.9,4.0,11.0,0.3,0.5
marine-historical-2016-en.csv,Victoria Harbour,VT12,2016-05-30,2016-17,2016,27.8,27.7,6.5,2.8,3.7,9.0,0.11,0.33
marine-historical-2016-en.csv,Victoria Harbour,VT12,2016-07-23,2016-17,2016,26.1,29.8,4.4,2.0,17.0,14.0,0.083,0.28
marine-historical-2016-en.csv,Victoria Harbour,VT12,2016-09-19,2016-17,2016,28.1,30.5,3.4,6.3,29.0,6.1,0.2,0.37
marine-historical-2016-en.csv,Victoria Harbour,VT12,2016-11-16,2016-17,2016,25.4,30.3,3.5,7.4,6.0,1.5,0.31,0.52
marine-historical-2016-en.csv,Victoria Harbour,VT2,2016-01-09,2015-16,2015,19.9,31.4,6.0,2.4,4.4,1.8,0.19,0.43
marine-historical-2016-en.csv,Victoria Harbour,VT2,2016-03-05,2015-16,2015,17.2,30.2,7.9,1.4,3.0,6.0,0.16,0.33
marine-historical-2016-en.csv,Victoria Harbour,VT2,2016-05-30,2016-17,2016,27.3,28.2,5.9,4.6,4.4,5.2,0.13,0.39
marine-historical-2016-en.csv,Victoria Harbour,VT2,2016-07-23,2016-17,2016,25.9,30.6,4.1,1.9,18.0,11.0,0.09,0.33
marine-historical-2016-en.csv,Victoria Harbour,VT2,2016-09-19,2016-17,2016,28.0,30.9,3.4,5.6,20.0,1.3,0.18,0.36
marine-historical-2016-en.csv,Victoria Harbour,VT2,2016-11-16,2016-17,2016,25.6,30.8,4.5,5.9,5.2,1.2,0.21,0.43
marine-historical-2016-en.csv,Victoria Harbour,VT3,2016-01-09,2015-16,2015,19.9,31.6,6.2,0.9,1.4,1.0,0.15,0.35
marine-historical-2016-en.csv,Victoria Harbour,VT3,2016-03-05,2015-16,2015,17.2,30.7,6.3,1.3,2.2,3.3,0.18,0.3
marine-historical-2016-en.csv,Victoria Harbour,VT3,2016-05-30,2016-17,2016,27.3,29.1,4.4,3.0,1.7,5.1,0.14,0.4
marine-historical-2016-en.csv,Victoria Harbour,VT3,2016-07-23,2016-17,2016,24.7,31.7,3.3,1.8,16.0,10.0,0.084,0.3
marine-historical-2016-en.csv,Victoria Harbour,VT3,2016-09-19,2016-17,2016,27.9,31.5,3.8,4.8,24.0,1.1,0.11,0.23
marine-historical-2016-en.csv,Victoria Harbour,VT3,2016-11-16,2016-17,2016,25.2,31.0,4.5,29.8,4.2,1.3,0.14,0.35
marine-historical-2016-en.csv,Victoria Harbour,VT4,2016-01-09,2015-16,2015,20.3,25.4,6.1,1.3,2.6,2.6,0.3,1.54
marine-historical-2016-en.csv,Victoria Harbour,VT4,2016-03-05,2015-16,2015,17.8,27.4,9.3,1.8,4.7,44.0,0.97,2.06
marine-historical-2016-en.csv,Victoria Harbour,VT4,2016-05-30,2016-17,2016,28.2,18.9,3.3,3.8,1.4,5.5,0.87,3.34
marine-historical-2016-en.csv,Victoria Harbour,VT4,2016-07-23,2016-17,2016,27.4,28.4,8.8,2.2,17.0,25.0,0.26,0.76
marine-historical-2016-en.csv,Victoria Harbour,VT4,2016-09-19,2016-17,2016,29.0,26.2,6.4,3.6,19.0,14.0,0.17,0.67
marine-historical-2016-en.csv,Victoria Harbour,VT4,2016-11-16,2016-17,2016,25.0,23.7,4.8,19.3,2.9,6.5,0.85,1.85
marine-historical-2016-en.csv,Victoria Harbour,VT8,2016-01-09,2015-16,2015,20.0,31.0,6.4,2.2,3.2,2.9,0.2,0.46
marine-historical-2016-en.csv,Victoria Harbour,VT8,2016-03-05,2015-16,2015,17.3,29.0,9.3,1.7,3.2,9.7,0.11,0.37
marine-historical-2016-en.csv,Victoria Harbour,VT8,2016-05-30,2016-17,2016,27.9,23.7,5.3,1.6,0.5,2.3,0.11,0.66
marine-historical-2016-en.csv,Victoria Harbour,VT8,2016-07-23,2016-17,2016,26.4,26.9,3.7,3.1,19.0,14.0,0.037,0.49
marine-historical-2016-en.csv,Victoria Harbour,VT8,2016-09-19,2016-17,2016,28.6,29.8,3.5,6.1,23.0,0.7,0.16,0.44
marine-historical-2016-en.csv,Victoria Harbour,VT8,2016-11-16,2016-17,2016,25.5,31.0,4.9,10.8,11.0,1.6,0.14,0.37
marine-historical-2016-en.csv,Western Buffer,WM1,2016-01-07,2015-16,2015,19.9,31.8,7.2,2.7,1.2,1.4,0.073,0.24
