monitoring_period,monitoring_start_year,area,area_code,survey_effort_km,survey_segments,survey_days,mean_beaufort,sighting_count_all,off_effort_sightings,fishing_boat_assoc,on_effort_sightings,on_dolphin_count,on_mean_herd_size,encounter_rate_per_100_km,dolphin_rate_per_100_km
2016-17,2016,LAMMA,LM,777.24,65,12,2.1076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-17,2016,NE LANTAU,NEL,536.1,66,19,2.1818181818181817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-17,2016,NINEPINS,NP,230.95,19,8,1.9473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-17,2016,NW LANTAU,NWL,754.37,87,21,2.67816091954023,15.0,3.0,1.0,12.0,50.0,4.166666666666667,1.5907313387329824,6.62804724472076
2016-17,2016,PO TOI,PT,424.87,29,7,2.206896551724138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-17,2016,SE LANTAU,SEL,925.22,123,28,2.5528455284552845,4.0,1.0,0.0,3.0,5.0,1.6666666666666667,0.3242472060699077,0.5404120101165129
2016-17,2016,SAI KUNG,SK,73.99,6,2,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-17,2016,SW LANTAU,SWL,1052.89,165,41,2.5393939393939395,59.0,22.0,5.0,37.0,92.0,2.4864864864864864,3.5141372792979317,8.737854856632696
2016-17,2016,W LANTAU,WL,604.23,115,35,2.6869565217391305,121.0,10.0,2.0,111.0,405.0,3.6486486486486487,18.37048805918276,67.02745643215331
2017-18,2017,DEEP BAY,DB,332.4,72,17,2.486111111111111,3.0,0.0,0.0,3.0,11.0,3.6666666666666665,0.9025270758122743,3.309265944645006
2017-18,2017,LAMMA,LM,739.1,51,11,2.176470588235294,1.0,0.0,0.0,1.0,1.0,1.0,0.13529968881071572,0.13529968881071572
2017-18,2017,NE LANTAU,NEL,439.68,63,17,2.2698412698412698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-18,2017,NINEPINS,NP,248.51999999999998,22,8,2.227272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-18,2017,NW LANTAU,NWL,609.77,76,18,2.736842105263158,17.0,2.0,0.0,15.0,51.0,3.4,2.4599439132787775,8.363809305147843
2017-18,2017,PO TOI,PT,616.12,35,9,1.9714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-18,2017,SE LANTAU,SEL,920.41,130,31,2.4153846153846152,6.0,3.0,2.0,3.0,5.0,1.6666666666666667,0.3259416998946122,0.5432361664910204
2017-18,2017,SAI KUNG,SK,125.0,10,2,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-18,2017,SW LANTAU,SWL,1117.3,183,45,2.726775956284153,65.0,24.0,5.0,41.0,123.0,3.0,3.669560547749038,11.008681643247115
2017-18,2017,W LANTAU,WL,644.69,121,38,2.4958677685950414,109.0,21.0,2.0,88.0,269.0,3.0568181818181817,13.649971304037598,41.72548046347857
2018-19,2018,DEEP BAY,DB,341.25,53,18,2.188679245283019,4.0,1.0,0.0,3.0,6.0,2.0,0.8791208791208791,1.7582417582417582
2018-19,2018,LAMMA,LM,1000.58,59,14,2.0847457627118646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-19,2018,NE LANTAU,NEL,541.29,66,18,2.393939393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-19,2018,NINEPINS,NP,172.33,17,6,2.588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-19,2018,NW LANTAU,NWL,631.4,78,20,2.423076923076923,19.0,1.0,0.0,18.0,44.0,2.4444444444444446,2.8508077288565095,6.968641114982578
2018-19,2018,PO TOI,PT,540.76,30,8,2.066666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-19,2018,SE LANTAU,SEL,1016.65,110,32,2.327272727272727,4.0,3.0,1.0,1.0,1.0,1.0,0.09836226823390548,0.09836226823390548
2018-19,2018,SAI KUNG,SK,113.5,9,2,2.6666666666666665,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-19,2018,SW LANTAU,SWL,1168.76,156,40,2.6153846153846154,38.0,16.0,0.0,22.0,54.0,2.4545454545454546,1.8823368356206578,4.62028132379616
2018-19,2018,W LANTAU,WL,529.09,113,34,2.5309734513274336,82.0,17.0,3.0,65.0,250.0,3.8461538461538463,12.28524447636508,47.25094029371184
2019-20,2019,DEEP BAY,DB,278.07,51,15,2.196078431372549,1.0,0.0,0.0,1.0,2.0,2.0,0.35962167799474953,0.7192433559894991
2019-20,2019,LAMMA,LM,813.1999999999999,61,12,1.7049180327868851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-20,2019,NE LANTAU,NEL,503.2,65,19,2.123076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-20,2019,NINEPINS,NP,258.31,17,5,2.1176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-20,2019,NW LANTAU,NWL,604.27,76,18,2.526315789473684,1.0,0.0,0.0,1.0,1.0,1.0,0.16548893706455725,0.16548893706455725
2019-20,2019,PO TOI,PT,605.85,45,10,1.8222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-20,2019,SE LANTAU,SEL,869.9,120,28,2.316666666666667,2.0,1.0,0.0,1.0,1.0,1.0,0.11495574203931487,0.11495574203931487
2019-20,2019,SAI KUNG,SK,66.1,5,1,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-20,2019,SW LANTAU,SWL,1161.98,160,43,2.44375,58.0,16.0,2.0,42.0,153.0,3.642857142857143,3.6145200433742404,13.167180158006161
2019-20,2019,W LANTAU,WL,595.67,118,39,2.5254237288135593,96.0,14.0,1.0,82.0,276.0,3.3658536585365852,13.76601138214112,46.33437977403596
2020-21,2020,DEEP BAY,DB,240.97,46,13,1.9565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-21,2020,LAMMA,LM,859.46,55,12,1.9636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-21,2020,NE LANTAU,NEL,300.9,35,14,2.2285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-21,2020,NINEPINS,NP,324.48,21,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-21,2020,NW LANTAU,NWL,470.71,46,13,2.239130434782609,5.0,0.0,0.0,5.0,12.0,2.4,1.0622251492426336,2.5493403581823206
2020-21,2020,PO TOI,PT,684.14,45,11,1.7555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-21,2020,SE LANTAU,SEL,997.33,113,30,2.265486725663717,1.0,0.0,1.0,1.0,1.0,1.0,0.10026771479851203,0.10026771479851203
2020-21,2020,SAI KUNG,SK,120.65,9,2,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-21,2020,SW LANTAU,SWL,1209.2,162,44,2.419753086419753,63.0,27.0,4.0,36.0,119.0,3.3055555555555554,2.9771749917300694,9.841217333774397
2020-21,2020,W LANTAU,WL,810.2,124,32,2.443548387096774,105.0,2.0,3.0,103.0,303.0,2.941747572815534,12.71291039249568,37.39817329054554
2021-22,2021,DEEP BAY,DB,192.7,36,12,2.0555555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,2021,E LANTAU,EL,647.73,45,10,2.3555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,2021,LAMMA,LM,1042.9,68,15,2.338235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,2021,NE LANTAU,NEL,512.1,62,18,2.2903225806451615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,2021,NINEPINS,NP,206.52,17,5,2.411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,2021,NW LANTAU,NWL,755.5,77,21,2.3766233766233764,3.0,0.0,0.0,3.0,11.0,3.6666666666666665,0.3970880211780278,1.455989410986102
2021-22,2021,PO TOI,PT,440.03000000000003,30,7,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,2021,SE LANTAU,SEL,768.44,80,25,1.9875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,2021,SW LANTAU,SWL,1105.66,129,35,2.317829457364341,31.0,4.0,5.0,27.0,70.0,2.5925925925925926,2.4419803556246946,6.331060181249208
2021-22,2021,W LANTAU,WL,894.51,129,36,2.4263565891472867,124.0,6.0,11.0,118.0,440.0,3.7288135593220337,13.191579747571296,49.18894143162178
