"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Mirs Bay","MM16","2017-06-09","1","Surface Water","0.7","0.017","0.3","103","6.6","<1","<1","0.024","0.002","<0.002","8.1","<0.2","31.9","6.5","0.09","1.1","29.4","0.04","0.16","0.19","0.04","0.1","0.001","1.1"
"Mirs Bay","MM16","2017-06-09","1","Middle Water","0.6","0.025","0.4","90","5.9","<1","<1","0.004","<0.002","0.002","8","<0.2","32.6","6.5","0.29","<0.5","27.8","0.03","0.13","0.14","<0.02","0.1","0.001","<0.5"
"Mirs Bay","MM16","2017-06-09","1","Bottom Water","0.7","0.021","1.1","67","4.5","<1","<1","<0.002","0.004","0.002","7.9","0.7","33.7","6.5","0.52","1.7","25.5","0.03","0.13","0.14","<0.02","1.3","0.001","1"
"Mirs Bay","MM16","2017-07-24","1","Surface Water","0.9","0.022","1.5","96","6.3","<1","4","0.078","0.003","0.004","8.1","0.8","25.8","2.5","0.9","8.4","29.4","0.1","0.14","0.22","0.07","0.7","0.002","3.1"
"Mirs Bay","MM16","2017-07-24","1","Middle Water","0.8","0.031","1.8","86","5.7","5","35","0.039","0.005","0.004","8","0.9","28.6","2.5","0.96","8.2","28.3","0.08","0.17","0.21","<0.02","0.6","0.002","1.8"
"Mirs Bay","MM16","2017-07-24","1","Bottom Water","0.5","0.03","0.7","35","2.4","<1","1","0.039","0.017","0.004","7.8","0.5","32.6","2.5","1.3","5.8","25.2","0.09","0.14","0.2","<0.02","0.9","0.001","0.7"
"Mirs Bay","MM16","2017-08-21","1","Surface Water","1","0.01","1","77","4.8","<1","<1","<0.002","<0.002","0.005","8.2","<0.2","33.2","4","0.19","<0.5","30.3","0.01","0.37","0.37","0.05","0.3","0.001","<0.5"
"Mirs Bay","MM16","2017-08-21","1","Middle Water","1.5","0.017","2.9","67","4.7","<1","<1","0.009","0.005","0.009","8.2","0.7","34.5","4","0.67","2.4","23.5","0.03","0.44","0.45","0.1","1","0.001","1.2"
"Mirs Bay","MM16","2017-08-21","1","Bottom Water","0.6","<0.005","1.4","59","4.1","<1","<1","0.027","0.022","0.012","8.1","0.3","34.5","4","0.86","5.4","23.2","0.05","0.42","0.47","0.1","2.8","0","0.9"
"Mirs Bay","MM16","2017-09-18","1","Surface Water","1.8","0.005","1.7","102","6.5","<1","<1","<0.002","<0.002","0.005","8","0.8","30.4","2.5","0.06","9.3","30","0.01","1.1","1.1","<0.02","6.3","0","2.7"
"Mirs Bay","MM16","2017-09-18","1","Middle Water","1.8","0.014","2.2","108","7","<1","2","<0.002","<0.002","0.005","7.9","1.3","31.5","2.5","0.08","7","29.1","0.02","0.78","0.78","<0.02","0.5","0.001","2.2"
"Mirs Bay","MM16","2017-09-18","1","Bottom Water","1.3","0.006","1.7","38","2.5","<1","<1","0.042","0.046","0.014","7.6","0.4","33.1","2.5","1.4","8.8","27","0.09","1.1","1.19","0.05","2.9","0","1.8"
"Mirs Bay","MM16","2017-10-20","1","Surface Water","1.2","0.015","1.6","91","6","<1","<1","0.012","0.028","0.007","7.8","0.5","31.6","1.8","0.94","9.6","27.1","0.06","0.39","0.43","<0.02","2.3","0","2.2"
"Mirs Bay","MM16","2017-10-20","1","Middle Water","0.9","0.016","1","91","6.1","<1","<1","0.009","0.031","0.007","7.8","0.9","31.7","1.8","0.93","8.7","27.1","0.06","0.6","0.64","<0.02","2.1","0","1.7"
"Mirs Bay","MM16","2017-10-20","1","Bottom Water","0.8","0.015","1.3","88","5.8","<1","<1","0.012","0.034","0.006","7.7","0.6","32.5","1.8","0.97","5.3","27.3","0.06","0.34","0.39","<0.02","3.7","0","1.6"
"Mirs Bay","MM16","2017-11-22","1","Surface Water","0.3","0.007","0.7","80","5.6","<1","2","0.06","0.019","0.016","8","0.6","32.9","2.5","1.2","16","23.4","0.09","0.25","0.33","0.03","6.8","0","2.2"
"Mirs Bay","MM16","2017-11-22","1","Middle Water","0.2","0.007","0.6","91","6.4","<1","<1","0.059","0.021","0.015","8.1","0.3","33","2.5","1.1","15","23.5","0.09","0.28","0.36","0.02","8.5","0","2"
"Mirs Bay","MM16","2017-11-22","1","Bottom Water","0.3","<0.005","0.6","92","6.5","<1","<1","0.056","0.022","0.016","8.1","0.5","33","2.5","1.1","18","23.5","0.08","0.5","0.58","0.02","8.8","0","2.4"
"Mirs Bay","MM16","2017-12-07","1","Surface Water","0.1","0.022","0.7","79","5.8","1","1","0.055","0.015","0.014","7.8","0.2","33.1","2","1.2","5.7","21.6","0.09","0.63","0.7","0.02","3.4","0.001","1.1"
"Mirs Bay","MM16","2017-12-07","1","Middle Water","0.6","0.024","0.5","91","6.6","<1","<1","0.053","0.015","0.014","7.8","1","33.1","2","1.2","6.2","21.6","0.09","0.24","0.31","0.02","3.2","0.001","1"
"Mirs Bay","MM16","2017-12-07","1","Bottom Water","0.7","0.025","0.6","91","6.6","<1","<1","0.053","0.015","0.013","7.9","0.4","33.1","2","1.2","6.1","21.6","0.09","0.71","0.78","0.02","3.2","0.001","1"
"Mirs Bay","MM17","2017-01-19","1","Surface Water","0.6","0.059","0.3","78","6","<1","<1","0.006","<0.002","0.002","8.1","<0.2","30.7","5","0.73","0.8","19.6","0.07","0.39","0.4","0.03","1.8","0.002","<0.5"
"Mirs Bay","MM17","2017-01-19","1","Middle Water","0.4","0.066","0.2","93","7.1","<1","<1","0.008","0.003","0.003","8.2","1.6","30.8","5","0.63","2","19.3","0.08","0.33","0.34","<0.02","0.8","0.003","<0.5"
"Mirs Bay","MM17","2017-01-19","1","Bottom Water","0.4","0.07","<0.2","89","6.9","1","1","0.008","0.004","0.004","8.2","0.4","30.8","5","0.66","2.2","19.2","0.08","0.27","0.28","0.18","1.6","0.003","0.5"
"Mirs Bay","MM17","2017-02-08","1","Surface Water","1.1","0.048","2.1","91","7","<1","<1","0.028","0.009","0.004","8","1.4","30.9","2.5","0.97","9.2","18.9","0.09","1.2","1.24","0.04","1.4","0.001","2"
"Mirs Bay","MM17","2017-02-08","1","Middle Water","1","0.048","1.5","95","7.4","<1","<1","0.029","0.009","0.004","8","0.5","30.9","2.5","0.97","2.8","18.9","0.09","0.55","0.59","<0.02","0.3","0.001","0.9"
"Mirs Bay","MM17","2017-02-08","1","Bottom Water","0.3","0.038","0.5","93","7.2","<1","<1","0.051","0.013","0.007","8","<0.2","31","2.5","1.1","10","18.8","0.1","0.33","0.39","<0.02","1.6","0.001","1.6"
"Mirs Bay","MM17","2017-03-16","1","Surface Water","1","0.062","1.7","91","7.2","<1","<1","0.038","0.007","0.007","8","0.6","31.6","5.5","0.95","9.5","17.8","0.11","0.44","0.49","<0.02","2.2","0.002","1.9"
"Mirs Bay","MM17","2017-03-16","1","Middle Water","0.8","0.077","1.7","86","6.8","<1","<1","0.039","0.007","0.009","8","<0.2","31.8","5.5","0.98","6.4","17.9","0.12","0.6","0.65","0.02","0.7","0.002","1.3"
"Mirs Bay","MM17","2017-03-16","1","Bottom Water","0.8","0.074","0.6","82","6.5","<1","<1","0.043","0.008","0.009","8","0.2","31.9","5.5","1.1","9.4","17.9","0.13","0.37","0.42","<0.02","2","0.002","1.4"
"Mirs Bay","MM17","2017-04-24","1","Surface Water","1.2","0.023","0.9","97","7","<1","<1","<0.002","<0.002","0.003","8.1","0.6","32.6","5.5","0.44","7.2","22.3","0.03","0.52","0.52","0.06","5.9","0.001","1.2"
"Mirs Bay","MM17","2017-04-24","1","Middle Water","1.7","0.02","6.6","95","6.8","<1","<1","<0.002","<0.002","0.004","8.1","0.7","32.9","5.5","0.64","11","22.3","0.02","0.37","0.37","0.04","0.3","0.001","2.7"
"Mirs Bay","MM17","2017-04-24","1","Bottom Water","1.1","0.022","5","64","4.6","<1","<1","<0.002","<0.002","0.003","8","0.8","34.1","5.5","0.72","10","22","0.03","0.34","0.34","0.04","0.6","0.001","2"
"Mirs Bay","MM17","2017-05-26","1","Surface Water","1.1","0.045","1.3","87","5.9","<1","<1","0.01","0.002","0.004","8.1","0.3","32.2","5","0.26","5.9","25.9","0.06","0.48","0.49","<0.02","1.7","0.003","1.5"
"Mirs Bay","MM17","2017-05-26","1","Middle Water","1.3","0.04","1.7","97","6.6","<1","1","0.009","0.003","0.003","8.1","<0.2","32.4","5","0.28","5.5","25.9","0.05","0.29","0.3","<0.02","0.2","0.002","1.3"
"Mirs Bay","MM17","2017-05-26","1","Bottom Water","0.8","0.075","1.1","87","5.9","<1","3","0.017","0.006","<0.002","8.1","0.7","32.6","5","0.38","6.2","25.4","0.1","0.37","0.39","0.04","0.3","0.004","1.5"
"Mirs Bay","MM17","2017-06-15","1","Surface Water","1","0.023","1.5","101","6.6","2","36","0.03","0.005","0.002","8.1","0.6","29.7","3","0.7","0.8","28.9","0.06","0.16","0.2","<0.02","0.7","0.001","<0.5"
"Mirs Bay","MM17","2017-06-15","1","Middle Water","0.5","0.04","1","89","5.8","5","65","0.008","0.003","0.003","8","<0.2","31.8","3","0.55","0.7","29","0.05","0.59","0.6","<0.02","0.3","0.002","<0.5"
"Mirs Bay","MM17","2017-06-15","1","Bottom Water","0.5","0.036","0.7","61","3.9","2","31","0.01","0.006","0.004","7.9","0.5","32.6","3","0.7","0.9","28.1","0.05","0.33","0.35","<0.02","1.6","0.002","<0.5"
"Mirs Bay","MM17","2017-07-14","1","Surface Water","2","0.012","7.8","118","7.7","<1","2","0.088","0.007","0.002","8.2","1.4","26.5","1.5","0.52","1.8","30.2","0.11","0.15","0.25","0.07","0.6","0.001","1.3"
"Mirs Bay","MM17","2017-07-14","1","Middle Water","1.7","0.04","2.2","97","6.5","5","13","0.066","0.004","0.003","8","1","30.3","1.5","1.1","1.3","27.6","0.11","0.18","0.25","<0.02","0.5","0.002","1"
"Mirs Bay","MM17","2017-07-14","1","Bottom Water","1.3","0.048","2.5","18","1.3","1","3","0.057","0.039","0.014","7.7","0.8","34.1","1.5","1.7","1.7","23.5","0.14","0.26","0.36","0.03","1.1","0.001","0.9"
"Mirs Bay","MM17","2017-08-25","1","Surface Water","1.3","0.021","4.8","82","5.4","<1","<1","<0.002","<0.002","0.012","8.2","0.9","33.4","2.5","0.71","9.2","27.7","0.03","0.35","0.35","0.07","0.8","0.002","2.2"
"Mirs Bay","MM17","2017-08-25","1","Middle Water","0.5","0.032","1.7","55","3.7","3","5","0.003","0.008","0.016","8.1","<0.2","33.9","2.5","1","7.8","25.5","0.04","0.38","0.39","0.07","0.8","0.002","1.4"
"Mirs Bay","MM17","2017-08-25","1","Bottom Water","0.4","0.031","0.9","51","3.5","1","6","0.009","0.014","0.015","8.1","0.5","34.2","2.5","0.9","8.2","24.2","0.05","0.26","0.28","0.19","1.3","0.002","1.7"
"Mirs Bay","MM17","2017-09-21","1","Surface Water","1.5","0.011","0.9","107","6.8","<1","14","<0.002","<0.002","0.005","8","0.6","30.6","2","0.17","8.1","30.5","0.02","0.67","0.67","<0.02","1.9","0.001","2.4"
"Mirs Bay","MM17","2017-09-21","1","Middle Water","1.3","0.011","1.5","109","6.9","<1","1","<0.002","<0.002","0.004","8","1.2","31","2","0.22","7","29.8","0.02","0.98","0.98","<0.02","0.6","0.001","2"
"Mirs Bay","MM17","2017-09-21","1","Bottom Water","1.2","0.014","1","70","4.5","1","2","0.007","0.019","0.006","7.8","0.9","31.7","2","0.68","7.4","28.9","0.04","0.99","1.02","0.06","0.8","0.001","1.8"
"Mirs Bay","MM17","2017-10-25","1","Surface Water","1.7","0.034","4.6","101","6.9","<1","1","<0.002","<0.002","0.004","7.9","0.6","31.7","3","0.73","1.5","26.1","0.04","0.52","0.52","<0.02","3.7","0.001","0.9"
"Mirs Bay","MM17","2017-10-25","1","Middle Water","1.3","0.021","3.6","90","6.1","<1","<1","0.006","0.022","0.006","7.8","1.8","32.3","3","0.85","1.5","26.5","0.05","0.53","0.56","<0.02","0.4","0.001","0.9"
"Mirs Bay","MM17","2017-10-25","1","Bottom Water","1.3","0.015","2.3","95","6.4","<1","<1","0.01","0.033","0.008","7.8","1.2","32.6","3","0.95","1","26.3","0.06","0.37","0.41","<0.02","0.6","0","0.6"
"Mirs Bay","MM17","2017-11-13","1","Surface Water","0.1","0.017","1.2","92","6.3","<1","2","<0.002","0.006","0.003","7.8","0.6","32.7","2","0.32","17","24.7","0.03","0.34","0.35","<0.02","8.3","0","2.5"
"Mirs Bay","MM17","2017-11-13","1","Middle Water","0.4","0.017","1.3","93","6.4","<1","<1","0.005","0.003","0.006","7.8","1.2","32.7","2","0.35","9.4","24.7","0.03","0.23","0.24","<0.02","0.6","0","1.5"
"Mirs Bay","MM17","2017-11-13","1","Bottom Water","0.5","0.039","0.7","79","5.5","<1","<1","0.008","0.019","0.009","7.7","0.7","32.8","2","0.63","12","24.7","0.07","0.34","0.37","<0.02","3.9","0.001","1.9"
"Mirs Bay","MM17","2017-12-13","1","Surface Water","1.5","0.018","5.9","97","7.3","<1","<1","<0.002","<0.002","0.007","8","1.8","33","2.5","0.66","11","20.3","0.02","0.18","0.18","<0.02","0.7","0.001","2.3"
"Mirs Bay","MM17","2017-12-13","1","Middle Water","1.1","0.022","4.6","97","7.2","<1","<1","0.005","0.002","0.009","7.9","1.5","33.1","2.5","0.68","7.8","20.5","0.03","0.12","0.13","<0.02","0.6","0.001","1.6"
"Mirs Bay","MM17","2017-12-13","1","Bottom Water","0.4","0.022","1.6","93","6.9","<1","1","0.03","0.011","0.012","7.9","1.2","33.1","2.5","1.1","11","20.5","0.06","0.42","0.46","<0.02","1.2","0.001","1.7"
"Mirs Bay","MM19","2017-01-13","1","Surface Water","0.5","0.048","0.6","81","6.2","<1","<1","0.029","0.008","0.007","8","0.3","30.7","5","0.21","7.8","19.5","0.09","0.39","0.43","<0.02","2.4","0.002","1.3"
"Mirs Bay","MM19","2017-01-13","1","Middle Water","0.6","0.049","1.1","99","7.6","1","1","0.014","0.01","0.002","8.1","0.4","30.8","5","0.22","7.6","19.6","0.07","0.26","0.28","<0.02","2.3","0.002","1.5"
"Mirs Bay","MM19","2017-01-13","1","Bottom Water","0.4","0.047","1.2","99","7.6","<1","<1","<0.002","0.02","0.003","8","0.9","30.8","5","0.23","6.9","19.6","0.07","0.38","0.4","<0.02","2.6","0.002","1.6"
"Mirs Bay","MM19","2017-02-17","1","Surface Water","0.2","0.013","1.8","97","7.6","<1","<1","0.14","0.015","0.015","7.7","1.1","31.3","4","1.3","0.8","18.1","0.17","0.19","0.35","<0.02","2.5","0","<0.5"
"Mirs Bay","MM19","2017-02-17","1","Middle Water","0.1","<0.005","1.6","99","8","<1","<1","0.16","0.02","0.017","7.6","1.2","31.2","4","1.4","1.7","16.6","0.19","0.13","0.31","0.03","2.8","0","<0.5"
"Mirs Bay","MM19","2017-02-17","1","Bottom Water","0.4","0.011","1.7","97","7.8","<1","<1","0.14","0.021","0.016","7.6","0.5","31.9","4","1.1","5.4","16.5","0.17","0.2","0.36","0.02","5.7","0","0.9"
"Mirs Bay","MM19","2017-03-20","1","Surface Water","0.8","0.026","1.6","98","7.6","<1","<1","0.045","0.005","0.005","7.7","<0.2","32.5","4","0.61","7.1","18.6","0.08","0.31","0.36","0.02","12.9","0","1.7"
"Mirs Bay","MM19","2017-03-20","1","Middle Water","0.5","0.024","0.7","95","7.2","<1","<1","0.007","0.005","0.002","7.7","<0.2","33.8","4","0.35","8.3","19.2","0.04","0.45","0.46","0.05","3.2","0","1.7"
"Mirs Bay","MM19","2017-03-20","1","Bottom Water","0.4","0.032","0.5","92","7","<1","<1","0.017","0.003","0.007","7.7","<0.2","33.8","4","0.39","10","19.1","0.05","0.46","0.48","0.04","3.9","0","1.7"
"Mirs Bay","MM19","2017-04-19","1","Surface Water","0.7","0.038","1.4","92","6.4","<1","<1","0.008","0.002","0.004","8","<0.2","33.4","4.5","0.43","6.8","23.6","0.05","0.44","0.45","0.04","2.5","0.002","1.5"
"Mirs Bay","MM19","2017-04-19","1","Middle Water","0.5","0.02","<0.2","94","6.7","<1","<1","<0.002","<0.002","0.003","8","0.6","34","4.5","0.3","7.6","22.3","0.02","0.26","0.26","0.02","2.5","0.001","0.8"
"Mirs Bay","MM19","2017-04-19","1","Bottom Water","0.3","0.029","0.6","86","6.2","<1","<1","<0.002","<0.002","0.004","7.9","<0.2","34","4.5","0.45","10","21.9","0.03","0.29","0.29","0.03","5","0.001","1.2"
"Mirs Bay","MM19","2017-05-22","1","Surface Water","0.9","0.022","0.8","94","6.4","<1","4","<0.002","0.003","<0.002","8.2","0.4","33.1","5","0.16","1.4","25.5","0.03","0.34","0.35","0.09","0.9","0.001","0.6"
"Mirs Bay","MM19","2017-05-22","1","Middle Water","0.5","0.019","0.9","97","6.6","<1","<1","<0.002","0.009","<0.002","8.2","0.8","33.1","5","0.15","2.3","25.5","0.03","0.29","0.3","0.1","0.8","0.001","0.8"
"Mirs Bay","MM19","2017-05-22","1","Bottom Water","0.5","0.015","1.1","96","6.5","<1","<1","0.002","0.003","<0.002","8.2","0.2","33.1","5","0.17","2.1","25.5","0.02","0.38","0.39","0.14","1.5","0.001","0.7"
"Mirs Bay","MM19","2017-06-09","1","Surface Water","1.5","0.022","1.2","116","7.5","<1","<1","0.1","0.007","0.003","8.2","1.2","29.9","5.8","<0.05","1.4","29.5","0.13","0.16","0.27","<0.02","0.3","0.002","1.4"
"Mirs Bay","MM19","2017-06-09","1","Middle Water","1.6","0.013","3.6","84","5.7","<1","1","0.009","0.004","0.003","8","1.6","33.4","5.8","0.12","1.7","25.8","0.03","0.12","0.13","<0.02","0.6","0.001","1.7"
"Mirs Bay","MM19","2017-06-09","1","Bottom Water","1.1","0.02","2.4","57","3.9","<1","<1","0.011","0.024","0.005","7.9","0.4","34","5.8","0.53","3","24","0.06","0.07","0.11","<0.02","2.4","0.001","1.5"
"Mirs Bay","MM19","2017-07-24","1","Surface Water","1.5","0.02","1.7","97","6.4","<1","1","0.031","<0.002","0.004","8.2","0.8","26.9","2.5","0.94","7.4","29.6","0.05","0.17","0.2","<0.02","2.8","0.002","2.3"
"Mirs Bay","MM19","2017-07-24","1","Middle Water","0.8","0.034","1","69","4.6","<1","<1","0.052","0.006","0.003","8","0.8","31.1","2.5","1","8.6","26.9","0.09","0.14","0.2","<0.02","0.7","0.002","1.8"
"Mirs Bay","MM19","2017-07-24","1","Bottom Water","0.4","0.014","0.5","24","1.7","<1","<1","0.13","<0.002","0.019","7.8","<0.2","34.2","2.5","2.1","9.4","23.5","0.15","0.14","0.27","<0.02","2.5","0","1"
"Mirs Bay","MM19","2017-08-21","1","Surface Water","1.4","0.014","6.1","107","7.2","<1","1","<0.002","0.002","0.003","8.3","1.9","34.3","4","<0.05","4.4","26","0.02","0.35","0.35","0.08","0.5","0.001","1.8"
"Mirs Bay","MM19","2017-08-21","1","Middle Water","0.6","0.01","0.9","59","4.1","<1","<1","0.02","0.032","0.01","8.1","0.2","34.5","4","0.87","2.7","23.4","0.06","0.69","0.74","0.06","1.2","0","1"
"Mirs Bay","MM19","2017-08-21","1","Bottom Water","0.7","0.011","0.9","63","4.4","<1","<1","0.015","0.029","0.01","8.1","<0.2","34.5","4","0.79","6.6","23.1","0.06","0.53","0.57","0.04","3.8","0","1.6"
"Mirs Bay","MM19","2017-09-18","1","Surface Water","1.9","0.007","2.4","124","7.9","<1","2","<0.002","<0.002","0.005","8.1","0.7","30.4","2.8","0.08","7.7","30.3","0.01","1.2","1.2","0.02","0.6","0.001","2.6"
"Mirs Bay","MM19","2017-09-18","1","Middle Water","0.8","0.021","1","79","5.2","<1","<1","0.023","0.007","0.006","7.9","0.8","32.2","2.8","0.47","6.7","28.1","0.05","1","1.03","0.03","0.5","0.001","1.5"
"Mirs Bay","MM19","2017-09-18","1","Bottom Water","0.7","0.007","0.6","44","2.9","<1","<1","0.062","0.016","0.015","7.7","0.6","33.4","2.8","1.1","7.7","26.5","0.09","0.71","0.79","0.03","3.2","0","1.5"
"Mirs Bay","MM19","2017-10-20","1","Surface Water","0.8","<0.005","0.9","88","5.8","<1","<1","0.029","0.021","0.011","7.8","0.8","32.8","1.9","1.2","11","27","0.06","0.37","0.42","0.02","3.1","0","2.5"
"Mirs Bay","MM19","2017-10-20","1","Middle Water","0.6","0.01","1.1","92","6.1","<1","<1","0.033","0.023","0.013","7.8","0.6","32.9","1.9","1.2","11","26.9","0.07","0.19","0.25","0.02","4.1","0","2.1"
"Mirs Bay","MM19","2017-10-20","1","Bottom Water","0.6","<0.005","0.7","92","6.1","<1","<1","0.029","0.023","0.013","7.8","0.6","33","1.9","1.2","14","27","0.06","0.22","0.27","0.02","6.4","0","3"
"Mirs Bay","MM19","2017-11-22","1","Surface Water","0.3","<0.005","0.6","68","4.8","<1","<1","0.095","0.014","0.017","8.1","0.5","33","3.5","1.3","8.1","23.2","0.11","0.13","0.24","0.02","8.1","0","1.3"
"Mirs Bay","MM19","2017-11-22","1","Middle Water","0.2","<0.005","0.8","95","6.7","<1","<1","0.099","0.015","0.018","8.1","0.4","33","3.5","1.3","9.5","23","0.12","0.34","0.45","0.02","7.5","0","1.3"
"Mirs Bay","MM19","2017-11-22","1","Bottom Water","0.1","<0.005","0.6","94","6.7","<1","1","0.097","0.016","0.018","8.1","<0.2","33","3.5","1.3","15","22.9","0.12","0.08","0.19","0.02","6.6","0","1.9"
"Mirs Bay","MM19","2017-12-07","1","Surface Water","0.5","0.005","0.9","88","6.4","<1","<1","0.096","0.013","0.016","7.9","<0.2","33","2.5","1.2","5.2","21.6","0.11","0.92","1.03","0.02","3.6","0","0.7"
"Mirs Bay","MM19","2017-12-07","1","Middle Water","0.3","0.01","0.4","91","6.6","<1","<1","0.098","0.014","0.018","7.9","0.2","33.1","2.5","1.2","6.4","21.6","0.12","0.16","0.27","0.02","4.1","0","1.2"
"Mirs Bay","MM19","2017-12-07","1","Bottom Water","0.6","<0.005","0.7","93","6.7","<1","<1","0.098","0.015","0.017","7.9","0.6","33.1","2.5","1.2","7.8","21.6","0.12","0.22","0.33","0.02","6","0","1.4"
"Mirs Bay","MM2","2017-01-19","1","Surface Water","0.5","0.063","0.6","85","6.4","<1","<1","0.055","0.006","0.002","8.2","3.1","30.6","3","0.8","1.9","20.5","0.12","0.44","0.5","0.02","4.8","0.003","<0.5"
"Mirs Bay","MM2","2017-01-19","1","Middle Water","0.4","0.074","0.3","87","6.6","<1","<1","0.039","0.004","0.004","8.2","1.9","30.7","3","0.71","2.6","19.8","0.12","0.27","0.31","0.07","1.5","0.004","0.8"
"Mirs Bay","MM2","2017-01-19","1","Bottom Water","0.2","0.072","0.3","87","6.6","2","2","0.029","0.004","0.009","8.2","0.6","30.8","3","0.73","1.9","19.6","0.11","0.22","0.25","0.04","1.1","0.003","<0.5"
"Mirs Bay","MM2","2017-02-08","1","Surface Water","0.8","0.031","2.1","101","7.8","<1","<1","0.004","<0.002","0.003","8.2","1.8","30.9","3","0.48","10","19.4","0.04","1","1.01","0.02","2.2","0.001","2.1"
"Mirs Bay","MM2","2017-02-08","1","Middle Water","0.8","0.042","1.4","101","7.8","<1","1","0.004","<0.002","0.004","8.2","1.4","30.9","3","0.47","9.1","19.3","0.05","0.85","0.86","0.03","1.9","0.002","2.1"
"Mirs Bay","MM2","2017-02-08","1","Bottom Water","0.7","0.036","0.7","99","7.6","<1","<1","0.005","<0.002","0.004","8.1","1.5","30.9","3","0.47","10","19.3","0.04","0.18","0.19","<0.02","2.1","0.001","1.8"
"Mirs Bay","MM2","2017-03-16","1","Surface Water","1.2","0.075","0.9","83","6.5","<1","<1","0.054","0.01","0.002","8","<0.2","31.5","4","1.1","7.2","17.9","0.14","0.48","0.54","<0.02","0.5","0.002","1.2"
"Mirs Bay","MM2","2017-03-16","1","Middle Water","1","0.08","0.9","86","6.7","<1","<1","0.055","0.01","0.008","8","0.6","31.5","4","1.1","8.6","17.9","0.15","0.43","0.5","0.02","0.5","0.002","1.7"
"Mirs Bay","MM2","2017-03-16","1","Bottom Water","0.7","0.083","0.7","85","6.6","<1","<1","0.056","0.012","0.008","8","<0.2","31.6","4","1.1","7.6","17.9","0.15","0.29","0.36","<0.02","0.9","0.002","1.4"
"Mirs Bay","MM2","2017-04-24","1","Surface Water","3.9","0.041","10","91","6.5","<1","<1","<0.002","<0.002","0.004","8.1","2.6","32.7","4","0.92","10","22.8","0.05","0.48","0.48","0.06","4.8","0.002","2.8"
"Mirs Bay","MM2","2017-04-24","1","Middle Water","0.5","0.066","0.2","72","5.1","4","6","<0.002","<0.002","0.004","8","0.2","33.1","4","1.2","10","22.2","0.07","0.38","0.38","0.03","0.4","0.003","1.4"
"Mirs Bay","MM2","2017-04-24","1","Bottom Water","0.5","0.03","0.3","60","4.4","4","6","<0.002","<0.002","0.004","8","<0.2","33.4","4","1.1","9.5","22","0.03","0.21","0.21","0.03","1","0.001","1.4"
"Mirs Bay","MM2","2017-05-26","1","Surface Water","2.5","0.045","5.4","108","7.4","9","39","0.055","0.004","0.002","8.3","4.3","30.6","3","<0.05","9.4","25.7","0.1","0.57","0.63","0.04","1.6","0.004","2.3"
"Mirs Bay","MM2","2017-05-26","1","Middle Water","1","0.067","2.6","115","7.8","10","33","0.022","0.004","0.004","8.2","1.4","32.1","3","0.31","7","25.9","0.09","0.36","0.39","<0.02","0.9","0.004","1.4"
"Mirs Bay","MM2","2017-05-26","1","Bottom Water","0.9","0.075","1.2","82","5.6","13","31","0.021","0.005","0.006","8.1","1.2","32.4","3","0.41","8","25.8","0.1","0.63","0.66","0.04","1","0.004","1.6"
"Mirs Bay","MM2","2017-06-15","1","Surface Water","1.7","0.064","0.9","83","5.5","22","91","0.066","0.005","0.004","8.1","0.5","27.7","2","1.1","0.8","29","0.14","0.1","0.17","0.12","2.7","0.004","<0.5"
"Mirs Bay","MM2","2017-06-15","1","Middle Water","1.2","0.033","1.3","90","5.8","180","410","0.007","0.008","0.003","8.1","1.1","31.4","2","0.69","1.9","29","0.05","0.62","0.64","<0.02","1.1","0.002","0.5"
"Mirs Bay","MM2","2017-06-15","1","Bottom Water","1.2","0.047","1.2","80","5.1","72","190","0.013","0.006","0.006","8","<0.2","32","2","0.73","2.2","29.4","0.07","0.36","0.38","<0.02","1","0.003","0.5"
"Mirs Bay","MM2","2017-07-14","1","Surface Water","1.8","0.017","3.8","117","7.6","<1","4","0.1","0.003","0.002","8.2","2.2","26.9","2.5","0.7","1.2","30.4","0.12","0.11","0.21","0.04","0.6","0.002","1"
"Mirs Bay","MM2","2017-07-14","1","Middle Water","1.7","0.037","3","117","7.6","<1","2","0.088","<0.002","0.004","8.2","2.5","27.4","2.5","0.93","1.4","29.9","0.13","0.14","0.23","0.04","0.6","0.003","1.2"
"Mirs Bay","MM2","2017-07-14","1","Bottom Water","1.5","0.058","2.5","74","4.9","<1","3","0.084","0.012","0.006","8","1.5","30.3","2.5","1.4","1.8","27.1","0.15","0.17","0.27","<0.02","1.2","0.003","0.9"
"Mirs Bay","MM2","2017-08-25","1","Surface Water","2.1","0.008","5.5","95","6.1","<1","<1","<0.002","<0.002","0.006","8.4","0.8","32.9","3","0.12","10","28.8","0.01","0.57","0.57","0.06","0.3","0.001","2.5"
