"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Southern","SM3","2015-12-04","1","Bottom Water","0.5","0.03","1.5","92","6.4","9","23","0.033","0.036","0.011","7.9","<0.2","33.2","3","0.73","0.9","23.8","0.1","0.17","0.24","0.03","3.4","<0.001","<0.5"
"Southern","SM4","2015-01-09","1","Surface Water","<0.1","0.057","2.6","81","6.3","20","32","0.076","0.01","0.006","7.9","0.6","31.9","5.3","0.39","1.2","17.9","0.14","0.23","0.32","0.02","4.2","0.001","0.6"
"Southern","SM4","2015-01-09","1","Middle Water","0.2","0.061","1.2","99","7.8","37","57","0.073","0.01","0.005","7.9","1.1","31.9","5.3","0.41","1.4","17.9","0.14","0.28","0.36","0.03","4.1","0.001","0.6"
"Southern","SM4","2015-01-09","1","Bottom Water","1.5","0.067","3.3","99","7.8","28","43","0.075","0.008","0.006","7.9","<0.2","31.9","5.3","0.37","7.8","17.9","0.15","0.24","0.32","0.02","4","0.001","1.2"
"Southern","SM4","2015-02-25","1","Surface Water","0.5","0.12","0.4","93","7.3","6","8","0.11","0.013","0.015","7.9","0.5","31.7","3.8","0.49","1.3","17.8","0.24","0.4","0.52","0.08","0.9","0.002","0.5"
"Southern","SM4","2015-02-25","1","Middle Water","0.4","0.11","0.8","94","7.4","5","7","0.11","0.012","0.015","7.9","0.3","31.8","3.8","0.48","1.2","17.7","0.23","0.23","0.35","0.02","1","0.002","0.6"
"Southern","SM4","2015-02-25","1","Bottom Water","0.5","0.1","2.2","93","7.3","9","9","0.11","0.012","0.014","7.9","<0.2","31.9","3.8","0.47","1.3","17.6","0.22","0.31","0.43","0.02","1.4","0.002","0.5"
"Southern","SM4","2015-03-18","1","Surface Water","1.1","0.095","2.2","76","5.8","6","10","0.065","0.009","0.005","7.9","<0.2","32.6","3","0.49","1.5","19.2","0.17","0.26","0.33","0.02","0.9","0.002","0.9"
"Southern","SM4","2015-03-18","1","Middle Water","0.8","0.094","2","97","7.4","22","31","0.075","0.008","0.005","7.9","<0.2","32.7","3","0.49","1.4","18.8","0.18","0.27","0.35","0.02","0.7","0.002","<0.5"
"Southern","SM4","2015-03-18","1","Bottom Water","0.7","0.071","0.6","96","7.4","44","66","0.065","0.006","0.005","7.9","0.2","32.8","3","0.48","3.1","18.6","0.14","0.17","0.24","<0.02","1.6","0.002","0.7"
"Southern","SM4","2015-04-13","1","Surface Water","0.4","0.053","1.5","86","6.2","1","2","0.044","0.006","0.006","7.9","<0.2","33.5","3.2","0.34","3.7","22.1","0.1","0.23","0.28","<0.02","2.1","0.001","1.2"
"Southern","SM4","2015-04-13","1","Middle Water","0.5","0.053","1.6","91","6.5","4","8","0.037","0.006","0.005","7.9","<0.2","33.5","3.2","0.33","2.3","22","0.1","0.2","0.24","<0.02","1.8","0.001","0.7"
"Southern","SM4","2015-04-13","1","Bottom Water","0.3","0.049","1.8","91","6.6","11","16","0.033","0.005","0.007","7.9","<0.2","33.6","3.2","0.3","1.6","21.9","0.09","0.22","0.26","<0.02","1.8","0.001","0.5"
"Southern","SM4","2015-05-14","1","Surface Water","1","0.042","5.5","102","7","1","5","0.23","0.029","0.002","8.2","2.9","30.2","3","0.11","1.4","26.1","0.3","0.27","0.53","0.05","2.6","0.003","1"
"Southern","SM4","2015-05-14","1","Middle Water","0.8","0.072","3.1","95","6.5","15","21","0.18","0.027","0.003","8.1","0.9","31","3","0.23","1.7","25.4","0.28","0.26","0.47","<0.02","2.5","0.004","0.8"
"Southern","SM4","2015-05-14","1","Bottom Water","0.9","0.067","2","87","6","17","27","0.16","0.025","0.003","8.1","1.8","31.9","3","0.23","1.6","25","0.25","0.29","0.48","<0.02","2.7","0.004","0.8"
"Southern","SM4","2015-06-18","1","Surface Water","1.1","0.037","7.1","89","6.1","<1","4","0.48","0.038","0.011","7.9","2.5","27","3","2.5","3.5","26.8","0.56","0.23","0.75","0.05","2.9","0.002","1.5"
"Southern","SM4","2015-06-18","1","Middle Water","1.1","0.039","4.5","66","4.6","75","150","0.2","0.03","0.012","7.9","<0.2","30.8","3","1.4","2.2","25.6","0.27","0.19","0.42","0.03","2.8","0.001","<0.5"
"Southern","SM4","2015-06-18","1","Bottom Water","0.6","0.031","2.8","48","3.3","41","74","0.16","0.023","0.016","7.8","<0.2","32.5","3","1.4","2.6","24.8","0.21","0.15","0.33","0.03","2.9","<0.001","0.7"
"Southern","SM4","2015-07-29","1","Surface Water","2.6","0.083","26","131","8.9","11","24","0.3","0.085","0.008","8.4","10","26","3","2.3","2.6","27.4","0.47","0.41","0.8","0.06","3.1","0.011","1.2"
"Southern","SM4","2015-07-29","1","Middle Water","1.8","0.057","17","114","7.8","<1","2","0.31","0.079","0.011","8.4","7.2","26.7","3","2.4","1.9","27.1","0.45","0.21","0.6","0.04","3","0.007","1.1"
"Southern","SM4","2015-07-29","1","Bottom Water","0.8","0.025","3.6","39","2.7","6","25","0.2","0.03","0.02","8.2","3.4","32.5","3","2.2","3.7","24.5","0.26","0.15","0.38","0.04","3.5","0.001","0.9"
"Southern","SM4","2015-08-14","1","Surface Water","0.9","0.074","5.2","75","5.1","34","110","0.18","0.034","0.008","7.8","<0.2","30.2","4","0.76","0.7","26.2","0.29","0.31","0.52","0.04","3.1","0.002","<0.5"
"Southern","SM4","2015-08-14","1","Middle Water","0.5","0.043","1.7","75","5.1","12","21","0.074","0.035","0.011","7.8","0.9","32.4","4","0.77","1.4","25.8","0.15","0.38","0.49","0.06","2.7","0.001","0.9"
"Southern","SM4","2015-08-14","1","Bottom Water","0.3","0.037","1.1","53","3.6","36","69","0.066","0.04","0.016","7.7","0.9","33.6","4","1.2","2.5","24.2","0.14","0.32","0.43","0.08","6.1","<0.001","1.6"
"Southern","SM4","2015-09-17","1","Surface Water","0.2","0.11","1.9","83","5.5","14","33","0.1","0.023","0.02","8","<0.2","31.8","1.9","1.3","21","27.4","0.23","0.32","0.44","0.1","4.3","0.006","2.4"
"Southern","SM4","2015-09-17","1","Middle Water","0.2","0.11","1.5","83","5.5","18","35","0.096","0.021","0.019","8","0.5","32.2","1.9","1.3","17","27.4","0.23","0.32","0.44","0.1","4.8","0.006","2.2"
"Southern","SM4","2015-09-17","1","Bottom Water","0.1","0.088","1.1","84","5.5","9","27","0.065","0.015","0.015","8.1","0.6","32.7","1.9","1.1","25","27.6","0.17","0.98","1.06","0.12","5.7","0.005","3"
"Southern","SM4","2015-10-07","1","Surface Water","0.7","0.05","1.4","86","5.6","8","43","0.11","0.12","0.022","7.8","0.4","31.6","2.5","1.6","4.2","28.2","0.28","0.38","0.61","0.05","4.4","0.002","1.2"
"Southern","SM4","2015-10-07","1","Middle Water","0.6","0.044","1.3","85","5.6","24","56","0.1","0.11","0.022","7.8","0.3","31.7","2.5","1.5","5.8","28.1","0.25","0.3","0.51","0.04","4.4","0.002","1.8"
"Southern","SM4","2015-10-07","1","Bottom Water","0.6","0.032","1.3","85","5.6","11","46","0.08","0.1","0.02","7.9","0.6","32.1","2.5","1.4","4.9","28.1","0.21","0.59","0.77","0.05","4.6","0.001","1.3"
"Southern","SM4","2015-11-25","1","Surface Water","8","0.09","1.3","82","5.6","84","130","0.12","0.073","0.024","7.8","0.8","32.1","2.5","1.3","1","25.5","0.28","0.36","0.55","0.07","3.8","0.002","<0.5"
"Southern","SM4","2015-11-25","1","Middle Water","1.9","0.051","1.4","86","5.9","300","400","0.072","0.062","0.019","7.8","0.7","32.6","2.5","1.2","3.5","25.5","0.19","0.3","0.43","0.05","4.5","0.001","0.5"
"Southern","SM4","2015-11-25","1","Bottom Water","0.7","0.069","1","87","5.9","510","820","0.087","0.065","0.02","7.8","0.7","32.8","2.5","1.2","4.6","25.4","0.22","0.3","0.45","0.05","6.1","0.002","0.6"
"Southern","SM4","2015-12-17","1","Surface Water","0.4","0.019","1.1","89","6.6","<1","<1","0.071","0.024","0.012","7.7","<0.2","33.1","2.3","0.95","2.4","20.9","0.11","0.52","0.62","0.04","4.8","<0.001","<0.5"
"Southern","SM4","2015-12-17","1","Middle Water","0.3","0.02","0.8","91","6.7","2","3","0.072","0.024","0.012","7.7","0.6","33.1","2.3","0.96","21","20.9","0.12","0.28","0.38","0.03","4.8","<0.001","3.8"
"Southern","SM4","2015-12-17","1","Bottom Water","0.3","0.021","1.1","92","6.8","3","3","0.072","0.025","0.012","7.7","<0.2","33.1","2.3","0.95","1.4","20.8","0.12","0.48","0.58","0.03","4.8","<0.001","<0.5"
"Southern","SM5","2015-01-09","1","Surface Water","0.5","0.039","1.5","81","6.4","<1","<1","0.096","0.008","0.009","7.9","0.4","31.9","4.6","0.51","1.1","17.7","0.14","0.17","0.27","0.02","4.5","<0.001","<0.5"
"Southern","SM5","2015-01-09","1","Middle Water","0.5","0.039","1.6","99","7.7","<1","<1","0.092","0.009","0.007","7.9","0.3","31.9","4.6","0.52","1.5","17.8","0.14","0.26","0.36","<0.02","4.3","<0.001","<0.5"
"Southern","SM5","2015-01-09","1","Bottom Water","0.6","0.042","0.9","99","7.8","<1","<1","0.078","0.008","0.005","7.9","<0.2","31.9","4.6","0.53","1.3","17.7","0.13","0.26","0.35","0.02","4.5","<0.001","0.5"
"Southern","SM5","2015-02-25","1","Surface Water","0.7","0.055","1.2","98","7.7","<1","3","0.089","0.009","0.009","7.9","<0.2","32","4","0.42","1.6","17.9","0.15","0.32","0.42","0.05","1","0.001","0.7"
"Southern","SM5","2015-02-25","1","Middle Water","0.6","0.056","3.2","98","7.7","<1","<1","0.088","0.01","0.009","7.9","0.4","32","4","0.39","1.4","17.8","0.15","0.3","0.4","<0.02","1","0.001","0.6"
"Southern","SM5","2015-02-25","1","Bottom Water","0.6","0.047","1.1","98","7.7","1","1","0.078","0.009","0.009","7.9","0.6","32.2","4","0.38","1.4","17.5","0.13","0.25","0.34","<0.02","1.1","0.001","0.6"
"Southern","SM5","2015-03-18","1","Surface Water","1","0.043","1.6","89","6.8","<1","<1","0.048","0.006","0.006","7.9","<0.2","32.8","2.8","0.42","<0.5","19","0.1","0.19","0.24","<0.02","1.3","<0.001","<0.5"
"Southern","SM5","2015-03-18","1","Middle Water","1","0.046","1.7","99","7.6","<1","1","0.054","0.007","0.005","7.9","<0.2","32.8","2.8","0.42","1.8","18.6","0.11","0.22","0.28","<0.02","1.4","<0.001","0.6"
"Southern","SM5","2015-03-18","1","Bottom Water","1","0.048","1.7","98","7.6","<1","<1","0.047","0.012","0.006","7.9","<0.2","32.8","2.8","0.42","2.4","18.5","0.11","0.16","0.22","<0.02","2.1","0.001","0.8"
"Southern","SM5","2015-04-13","1","Surface Water","0.3","0.033","1.9","92","6.5","1","2","0.045","0.005","0.006","7.9","<0.2","33.5","2.7","0.31","2","23.1","0.08","0.23","0.28","<0.02","2.1","<0.001","0.7"
"Southern","SM5","2015-04-13","1","Middle Water","0.5","0.042","2","94","6.7","1","1","0.042","0.006","0.006","7.9","0.8","33.6","2.7","0.35","2.5","22.2","0.09","0.27","0.32","<0.02","2.3","0.001","0.9"
"Southern","SM5","2015-04-13","1","Bottom Water","0.2","0.042","1.3","91","6.6","<1","<1","0.028","0.006","0.005","7.9","<0.2","33.7","2.7","0.36","2.6","22","0.08","0.31","0.34","<0.02","2.9","0.001","<0.5"
"Southern","SM5","2015-05-14","1","Surface Water","0.9","0.04","1.9","104","7","<1","<1","0.23","0.026","0.003","8.2","0.3","29.7","4.8","0.15","1.8","27.1","0.3","0.18","0.44","0.04","2.6","0.003","0.8"
"Southern","SM5","2015-05-14","1","Middle Water","1.1","0.06","2.2","98","6.7","<1","1","0.2","0.025","0.003","8.1","<0.2","30.2","4.8","0.2","3.2","26.5","0.29","0.24","0.47","<0.02","2.8","0.004","1"
"Southern","SM5","2015-05-14","1","Bottom Water","0.8","0.073","0.9","85","5.9","<1","<1","0.16","0.023","0.003","8.1","0.8","31.4","4.8","0.32","11","25.4","0.26","0.4","0.58","<0.02","4.2","0.004","2.4"
"Southern","SM5","2015-06-18","1","Surface Water","2.3","0.039","13","120","8.1","1","3","0.57","0.036","0.007","8.1","4.1","24.6","2.5","2.6","3.2","28.6","0.65","0.26","0.87","0.04","11.1","0.003","2"
"Southern","SM5","2015-06-18","1","Middle Water","3.3","0.07","34","132","8.8","<1","2","0.36","0.03","0.005","8","3.3","28.3","2.5","1.3","4.6","28.1","0.46","0.34","0.73","0.05","4.9","0.004","2"
"Southern","SM5","2015-06-18","1","Bottom Water","0.7","0.037","1.8","62","4.2","3","6","0.18","0.023","0.017","7.9","<0.2","30.4","2.5","1.6","2","26","0.24","0.15","0.35","0.03","10.2","0.001","0.6"
"Southern","SM5","2015-07-29","1","Surface Water","3.7","0.045","45","195","13.4","<1","5","0.52","0.11","0.009","8.8","12","20.2","2","2.6","5.1","29.2","0.68","0.37","1","0.05","3.7","0.013","1.8"
"Southern","SM5","2015-07-29","1","Middle Water","2.9","0.05","43","177","12.2","<1","1","0.46","0.12","0.008","8.7","12","21.5","2","2.5","3.8","28.8","0.63","0.35","0.93","0.03","3.4","0.013","1.2"
"Southern","SM5","2015-07-29","1","Bottom Water","1.2","0.035","6.5","37","2.6","<1","<1","0.23","0.045","0.017","8.2","4.1","31.5","2","2.3","2.1","25.7","0.31","0.15","0.43","0.06","2.8","0.003","2.1"
"Southern","SM5","2015-08-14","1","Surface Water","1.2","0.041","6.1","104","7.1","4","49","0.22","0.037","0.006","8","1","27.7","3","0.95","1.6","27.1","0.3","0.24","0.5","0.03","2.8","0.002","0.8"
"Southern","SM5","2015-08-14","1","Middle Water","0.6","0.054","3.1","81","5.3","<1","5","0.1","0.032","0.009","7.8","1.1","30.9","3","0.71","1.9","28.4","0.19","0.29","0.42","0.05","3.6","0.002","1.2"
"Southern","SM5","2015-08-14","1","Bottom Water","0.3","0.055","1.8","70","4.7","<1","<1","0.071","0.035","0.014","7.8","0.4","32.1","3","0.92","2","26.6","0.16","0.45","0.56","0.08","3","0.002","1.3"
"Southern","SM5","2015-09-17","1","Surface Water","0.1","0.06","1.2","75","4.9","<1","1","0.029","0.008","0.01","8.1","0.8","32.9","1.6","0.95","23","27.9","0.1","0.26","0.3","0.08","5.9","0.004","2.7"
"Southern","SM5","2015-09-17","1","Middle Water","0.1","0.064","1.6","88","5.8","1","2","0.025","0.008","0.01","8.1","0.9","33","1.6","0.93","20","27.8","0.1","0.35","0.38","0.07","5.6","0.004","2"
"Southern","SM5","2015-09-17","1","Bottom Water","<0.1","0.061","1.5","87","5.7","<1","1","0.019","0.007","0.011","8.1","0.5","33","1.6","0.97","21","27.7","0.09","0.94","0.97","0.1","7.7","0.004","2"
"Southern","SM5","2015-10-07","1","Surface Water","0.5","0.013","0.9","76","4.9","<1","4","0.055","0.07","0.015","7.9","0.5","32.9","2","1.2","8.5","28.5","0.14","0.35","0.48","0.05","6.3","<0.001","1.6"
"Southern","SM5","2015-10-07","1","Middle Water","0.5","0.013","1.3","85","5.5","1","6","0.024","0.053","0.013","7.9","0.7","33.1","2","1","15","28.2","0.09","0.27","0.35","0.04","7.2","<0.001","2.7"
"Southern","SM5","2015-10-07","1","Bottom Water","0.3","0.012","1.4","83","5.4","1","2","0.024","0.054","0.014","7.9","0.6","33.2","2","1","6.4","28.2","0.09","0.66","0.74","0.04","10.3","<0.001","2.9"
"Southern","SM5","2015-11-25","1","Surface Water","0.5","0.018","1.3","91","6.1","<1","<1","0.044","0.049","0.014","7.8","0.5","33","2.5","1.1","4.8","25.8","0.11","0.14","0.23","0.09","5.6","<0.001","<0.5"
"Southern","SM5","2015-11-25","1","Middle Water","1.1","0.022","0.9","89","6.1","<1","1","0.034","0.05","0.014","7.8","0.8","33.1","2.5","1.1","7.1","25.3","0.11","0.26","0.34","0.05","6.6","<0.001","0.9"
"Southern","SM5","2015-11-25","1","Bottom Water","0.5","0.016","1.3","91","6.2","1","1","0.028","0.051","0.011","7.8","0.7","33.1","2.5","1.1","8.9","25.3","0.1","0.22","0.3","0.05","7.5","<0.001","1.6"
"Southern","SM5","2015-12-17","1","Surface Water","0.2","0.022","0.7","92","6.8","1","1","0.071","0.022","0.01","7.7","0.5","33","2.5","0.91","4.4","20.8","0.12","0.47","0.56","0.03","5.6","<0.001","1.5"
"Southern","SM5","2015-12-17","1","Middle Water","0.2","0.022","1.1","92","6.8","<1","1","0.069","0.023","0.011","7.8","0.2","33","2.5","0.9","21","20.8","0.11","0.42","0.51","0.03","6.3","<0.001","4.2"
"Southern","SM5","2015-12-17","1","Bottom Water","0.2","0.02","1.5","93","6.9","2","5","0.069","0.021","0.011","7.8","<0.2","33","2.5","0.91","16","20.8","0.11","0.4","0.49","0.03","6.7","<0.001","3.2"
"Southern","SM6","2015-01-09","1","Surface Water","0.3","0.018","0.9","73","5.8","<1","<1","0.1","0.009","0.008","7.9","<0.2","31.7","5.2","0.7","1","17.6","0.13","0.15","0.26","<0.02","5.8","<0.001","<0.5"
"Southern","SM6","2015-01-09","1","Middle Water","0.6","0.024","0.5","98","7.7","<1","1","0.041","0.011","0.006","7.9","1.2","31.8","5.2","0.68","1.9","17.6","0.08","0.14","0.19","<0.02","4.2","<0.001","<0.5"
"Southern","SM6","2015-01-09","1","Bottom Water","0.4","0.03","0.7","97","7.7","<1","<1","0.08","0.003","0.005","7.9","<0.2","31.9","5.2","0.67","8.3","17.6","0.11","0.21","0.29","0.02","4.5","<0.001","1.1"
"Southern","SM6","2015-02-25","1","Surface Water","0.6","0.12","0.7","95","7.4","<1","<1","0.14","0.014","0.016","7.9","0.3","31.5","3.5","0.52","1.3","18.3","0.27","0.3","0.45","0.03","1.1","0.002","0.6"
"Southern","SM6","2015-02-25","1","Middle Water","0.5","0.065","1.7","95","7.5","<1","1","0.096","0.01","0.01","7.9","<0.2","31.9","3.5","0.43","2","17.3","0.17","0.32","0.43","0.02","1","0.001","0.7"
"Southern","SM6","2015-02-25","1","Bottom Water","0.5","0.042","1.2","96","7.6","1","2","0.074","0.009","0.009","7.9","<0.2","32.3","3.5","0.37","1.8","17.4","0.13","0.23","0.31","<0.02","1.1","<0.001","<0.5"
"Southern","SM6","2015-03-18","1","Surface Water","1.2","0.035","1.8","102","7.8","<1","<1","0.027","0.012","0.005","7.9","<0.2","32.8","3.5","0.37","1.2","18.9","0.07","0.16","0.2","<0.02","0.7","<0.001","0.6"
"Southern","SM6","2015-03-18","1","Middle Water","1.1","0.044","1","103","7.9","<1","2","0.048","0.004","0.006","7.9","1","32.8","3.5","0.37","1.5","18.7","0.1","0.21","0.26","<0.02","0.8","0.001","0.5"
"Southern","SM6","2015-03-18","1","Bottom Water","0.9","0.048","1.9","101","7.7","<1","1","0.044","0.008","0.005","7.9","<0.2","32.8","3.5","0.4","2.7","18.6","0.1","0.16","0.21","<0.02","2.8","0.001","0.8"
"Southern","SM6","2015-04-13","1","Surface Water","0.3","0.079","2.3","92","6.6","<1","<1","0.09","0.012","0.009","7.8","<0.2","33","2.8","0.45","2.8","22.4","0.18","0.22","0.32","0.02","1.5","0.002","0.8"
"Southern","SM6","2015-04-13","1","Middle Water","0.3","0.035","2.4","92","6.6","<1","<1","0.042","0.006","0.006","7.9","0.9","33.4","2.8","0.24","2.6","21.8","0.08","0.16","0.21","<0.02","2.3","<0.001","0.8"
"Southern","SM6","2015-04-13","1","Bottom Water","<0.1","0.051","0.9","85","6.1","<1","1","0.035","0.006","0.005","7.8","0.3","33.7","2.8","0.45","4","21.9","0.09","0.26","0.3","<0.02","6.8","0.001","0.8"
"Southern","SM6","2015-05-14","1","Surface Water","2.1","0.056","7.2","113","7.7","<1","<1","0.33","0.047","0.002","8.2","7.1","27.8","2.5","0.38","2.3","27","0.43","0.34","0.72","0.03","3","0.005","1.4"
"Southern","SM6","2015-05-14","1","Middle Water","2","0.059","5.1","116","7.9","<1","<1","0.28","0.034","<0.002","8.2","4.1","29.9","2.5","0.19","1.7","26.2","0.37","0.28","0.59","<0.02","2.4","0.004","1"
"Southern","SM6","2015-05-14","1","Bottom Water","0.9","0.062","1","99","6.7","<1","<1","0.19","0.022","0.002","8.2","1","31.1","2.5","0.13","13","25.9","0.27","0.25","0.46","0.03","2.2","0.004","2.8"
"Southern","SM6","2015-06-18","1","Surface Water","3.1","0.084","34","161","11","<1","9","0.45","0.032","0.006","8.2","7.2","23.6","2.5","1.7","21","28.2","0.57","0.38","0.86","0.04","3.7","0.007","5.7"
"Southern","SM6","2015-06-18","1","Middle Water","1.4","0.051","12","81","5.6","6","25","0.41","0.032","0.018","7.9","1","28","2.5","2.1","2.8","26.3","0.49","0.23","0.67","0.06","3.2","0.002","1"
"Southern","SM6","2015-06-18","1","Bottom Water","0.5","0.027","4.1","37","2.6","<1","1","0.16","0.017","0.016","7.8","<0.2","33","2.5","1.8","2.6","24.6","0.2","0.12","0.3","0.03","3","<0.001","0.8"
"Southern","SM6","2015-07-29","1","Surface Water","3.4","0.052","40","181","12.5","<1","1","0.38","0.1","0.008","8.8","11","20.3","2.7","2.6","1.2","29","0.53","0.36","0.84","0.04","3.8","0.014","<0.5"
"Southern","SM6","2015-07-29","1","Middle Water","1","0.026","17","35","2.4","10","15","0.47","0.11","0.017","8.2","5.1","32","2.7","3.1","1.1","25.2","0.61","0.23","0.81","0.05","2.8","0.002","0.6"
"Southern","SM6","2015-07-29","1","Bottom Water","0.6","0.01","1.4","14","1","<1","3","0.17","0.002","0.029","8.1","1.6","34.2","2.7","2.9","2","23.4","0.18","0.15","0.32","0.05","4.3","<0.001","0.7"
"Southern","SM6","2015-08-14","1","Surface Water","0.7","0.07","4.6","88","6","6","19","0.28","0.046","0.01","7.9","1.5","28.1","3","1.2","3.3","26.5","0.4","0.29","0.62","0.04","3.8","0.003","1.8"
"Southern","SM6","2015-08-14","1","Middle Water","0.4","0.091","1.9","79","5.4","11","28","0.18","0.041","0.02","7.9","0.4","29.9","3","1.2","5.2","26.2","0.31","0.33","0.55","0.06","3.9","0.003","2.8"
"Southern","SM6","2015-08-14","1","Bottom Water","0.3","0.055","2.2","37","2.6","4","7","0.081","0.044","0.026","7.7","1","33.9","3","1.8","8.8","24","0.18","0.39","0.52","0.09","7.2","0.001","3.8"
"Southern","SM6","2015-09-17","1","Surface Water","0.3","0.053","1","89","5.8","<1","1","0.024","0.007","0.008","8.1","0.6","33","1.7","0.81","20","28","0.08","0.31","0.34","0.07","4.3","0.004","2.2"
"Southern","SM6","2015-09-17","1","Middle Water","0.2","0.055","1.3","92","6","<1","<1","0.022","0.007","0.009","8.1","0.3","33","1.7","0.8","14","27.9","0.08","0.32","0.35","0.06","4.1","0.004","1.3"
"Southern","SM6","2015-09-17","1","Bottom Water","<0.1","0.045","1.3","90","5.8","<1","1","0.012","0.005","0.008","8.2","0.5","33.2","1.7","0.74","18","27.8","0.06","0.61","0.63","0.07","5.5","0.003","1.5"
"Southern","SM6","2015-10-07","1","Surface Water","0.6","0.043","1.2","80","5.3","4","17","0.22","0.17","0.029","7.8","0.7","30","2.5","2.1","4.2","28.2","0.43","0.45","0.84","0.06","4.5","0.002","1.3"
"Southern","SM6","2015-10-07","1","Middle Water","0.3","0.012","0.7","81","5.3","<1","1","0.02","0.048","0.013","7.9","0.5","32.4","2.5","0.97","8.6","28.2","0.08","1","1.07","0.04","5.4","<0.001","1.8"
"Southern","SM6","2015-10-07","1","Bottom Water","0.3","0.013","1.2","86","5.6","2","3","0.02","0.049","0.013","7.9","0.5","33.2","2.5","0.98","5.4","28.2","0.08","0.53","0.6","0.05","6.9","<0.001","1.9"
"Southern","SM6","2015-11-25","1","Surface Water","0.7","0.056","1.6","87","5.9","<1","<1","0.17","0.082","0.021","7.8","0.5","31.4","3","1.5","2.2","25.8","0.31","0.37","0.62","0.06","4.2","0.002","0.6"
"Southern","SM6","2015-11-25","1","Middle Water","1","0.022","3.1","93","6.3","<1","1","0.031","0.048","0.009","7.8","0.3","32.8","3","1","2.8","25.5","0.1","0.28","0.36","0.06","4.3","<0.001","0.5"
"Southern","SM6","2015-11-25","1","Bottom Water","0.6","0.018","2","94","6.4","<1","<1","0.032","0.048","0.014","7.9","0.5","33.1","3","1.1","3.8","25.4","0.1","0.24","0.32","0.08","4.6","<0.001","0.6"
"Southern","SM6","2015-12-17","1","Surface Water","0.2","0.017","1.1","92","6.8","<1","<1","0.071","0.02","0.01","7.7","<0.2","33","2.4","0.85","6.4","20.8","0.11","0.59","0.68","0.04","5.7","<0.001","1.4"
"Southern","SM6","2015-12-17","1","Middle Water","0.3","0.02","0.9","93","6.9","<1","<1","0.071","0.02","0.011","7.8","0.3","33","2.4","0.88","25","20.7","0.11","0.38","0.47","0.08","5.9","<0.001","4.5"
"Southern","SM6","2015-12-17","1","Bottom Water","0.3","0.02","1.5","93","6.9","<1","<1","0.072","0.02","0.011","7.8","0.5","33","2.4","0.9","29","20.7","0.11","0.46","0.55","0.04","8.5","<0.001","4.8"
"Southern","SM7","2015-01-09","1","Surface Water","1.5","0.062","5.1","85","6.6","<1","<1","0.064","0.011","0.004","8","0.4","31.9","5.1","0.12","1.4","18","0.14","0.24","0.32","<0.02","4.2","0.002","0.7"
"Southern","SM7","2015-01-09","1","Middle Water","1.4","0.068","2","111","8.6","<1","2","0.065","0.012","0.006","8","<0.2","31.9","5.1","0.13","1.5","18","0.15","0.3","0.38","<0.02","5.3","0.002","0.5"
"Southern","SM7","2015-01-09","1","Bottom Water","1.9","0.059","9.2","110","8.6","<1","<1","0.067","0.01","0.008","8","0.3","31.9","5.1","0.13","2.2","18","0.14","0.35","0.43","0.02","4","0.002","0.7"
"Southern","SM7","2015-02-25","1","Surface Water","0.6","0.19","0.6","90","7.1","1","2","0.17","0.018","0.021","7.8","<0.2","31.1","4.1","0.64","1.5","18.3","0.38","0.48","0.67","0.03","1.1","0.004","<0.5"
"Southern","SM7","2015-02-25","1","Middle Water","0.6","0.19","0.6","90","7.1","2","6","0.17","0.017","0.021","7.8","<0.2","31.2","4.1","0.63","1.4","18","0.38","0.24","0.43","0.03","1.2","0.004","0.5"
"Southern","SM7","2015-02-25","1","Bottom Water","0.5","0.17","1.8","88","6.9","5","14","0.15","0.017","0.021","7.8","<0.2","31.4","4.1","0.66","2.1","17.7","0.34","0.44","0.61","0.04","2.3","0.003","<0.5"
"Southern","SM7","2015-03-18","1","Surface Water","0.8","0.15","3","90","6.8","1","9","0.11","0.012","0.005","7.8","<0.2","32.4","2.5","0.62","2","19.5","0.27","0.4","0.52","0.03","1.2","0.003","1"
"Southern","SM7","2015-03-18","1","Middle Water","0.9","0.16","2.1","92","7","1","1","0.11","0.01","0.007","7.8","<0.2","32.4","2.5","0.65","1.8","19.3","0.28","0.34","0.46","0.03","1.9","0.003","0.5"
"Southern","SM7","2015-03-18","1","Bottom Water","1.1","0.13","1.3","92","7.1","<1","<1","0.1","0.01","0.005","7.8","0.6","32.5","2.5","0.65","3.4","18.9","0.24","0.3","0.41","0.03","2.7","0.002","0.8"
"Southern","SM7","2015-04-13","1","Surface Water","0.5","0.093","1.7","89","6.3","2","2","0.089","0.009","0.012","7.8","1","33.2","2.7","0.48","2","22.5","0.19","0.21","0.31","0.02","1.7","0.002","0.8"
